;x D4;x Harissons AD NGD;x Harissons D4 AGD;y D4;y Harissons AD NGD;y Harissons D4 AGD
0,0;1,5;1,5;1,5;5,0;5,0;5,0
0,01;;1,512805432686854;1,5144150675350758;;4,970387045128791;4,964637731497264
0,02;;1,5257367409892006;1,5289337893775692;;4,940966631782833;4,929566642102435
0,03;;1,538794138748332;1,5435562192306125;;4,91173734637012;4,8947841877723475
0,04;;1,5519778311294714;1,5582823969479025;;4,88269778705733;4,860287844884587
0,05;;1,5652880143505925;1,5731123483031872;;4,8538465636616595;4,826075110109826
0,06;;1,5787248754086263;1,5880460847627167;;4,825182297543724;4,792143500282707
0,06999999999999999;;1,5922885918032246;1,603083603260695;;4,796703621501509;4,758490552271467
0,08;;1,6059793312582522;1,618224885977796;;4,7684091796653725;4,725113822846481
0,09;;1,6197972514411778;1,633469900122807;;4,740297627394077;4,692010888547895
0,1;;1,6337424996805416;1,6488185977174759;;4,712367631171837;4,6591793455525
0,11;;1,6478152126816783;1,664270915384646;;4,684617868506389;4,626616809539996
0,12;;1,6620155162408772;1,6798267741397699;;4,657047027828053;4,5943209155587486
0,13;;1,6763435249581617;1,6954860791859034;;4,6296538083897945;4,562289317891192
0,13999999999999999;;1,6907993419488814;1,7112487197122817;;4,602436920168254;4,530519689918965
0,15;;1,7053830585542988;1,7271145686965883;;4,575395083765756;4,499009723987882
0,16;;1,7200947540513738;1,7430834827110364;;4,54852703031328;4,4677571312728475
0,16999999999999998;;1,7349344953619321;1,7591553017323793;;4,521831501374368;4,43675964164278
0,18;;1,7499023367614261;1,775329848955975;;4,495307248849992;4,406015003525631
0,19;;1,7649983195874808;1,7916069306140334;;4,468953034884331;4,375520983773591
0,2;;1,7802224719484363;1,8079863357981807;;4,442767631771488;4,345275367528512
0,21;;1,7955748084320915;1,8244678362864704;;4,416749821863107;4,31527595808764
0,22;;1,8110553298148548;1,8410511863749817;;4,390898397476892;4,285520576769711
0,22999999999999998;;1,8266640227715192;1,857736122714144;;4,3652121608060295;4,2560070627814435
0,24;;1,8424008595858723;1,8745223641499265;;4,339689923829478;4,226733273084502
0,25;2,15;1,8582657978623578;1,8914096115700398;4,166666667;4,314330508223148;4,1976970822629545
0,26;;1,8742587802390074;1,9083975477552895;;4,289132745271939;4,168896382391282
0,27;;1,8903797341018633;1,9254858372362287;;4,264095475782636;4,140329082902974
0,27999999999999997;;1,9066285713011113;1,942674126155256;;4,239217549997649;4,111993110459732
0,29;;1,92300518786915;1,9599620421343045;;4,214497827509602;4,083886408821338
0,3;;1,9395094637408214;1,9773491941482662;;4,189935177176742;4,056006938716201
0,31;;1,9561412624760244;1,9948351724043005;;4,165528477039176;4,028352677712602
