;x D3;x Harissons AD NGD;x Harissons D3 AGD;y D3;y Harissons AD NGD;y Harissons D3 AGD
0,0;0,75;0,75;0,75;5,0;5,0;5,0
0,01;;0,7545576625724942;0,7446993021591133;;4,970387004741116;4,964342207306512
0,02;;0,7592102536295101;0,7416273470561539;;4,940966392179456;4,927548413538025
0,03;;0,7639581145838615;0,7512441624977665;;4,911736754100568;4,8895598623843926
0,04;;0,7688015819688385;0,7569111024873403;;4,882696693940488;4,851959155768274
0,05;;0,7737409881708395;0,7643637431253432;;4,853844826678046;4,814432521848951
0,06;;0,778776662126864;0,7722311372116752;;4,8251797787283355;4,7771405635854505
0,06999999999999999;;0,7839089299859047;0,780305001326269;;4,796700187837345;4,740117350128197
0,08;;0,7891381157335745;0,788524369447769;;4,768404702977709;4,703375383396952
0,09;;0,7944645417795828;0,796863855708905;;4,740291984245581;4,666920260130442
0,1;;0,7998885295079211;0,8053107315744029;;4,712360702758605;4,630754520378914
0,11;;0,8054103997898449;0,8138578652806427;;4,684609540554973;4,594879091021422
0,12;;0,811030473459941;0,822500971342549;;4,65703719049354;4,559293948437484
0,13;;0,8167490717557471;0,831237360651269;;4,629642356154996;4,523998465334824
0,13999999999999999;;0,8225665167215481;0,8400653067349102;;4,602423751744071;4,488991609862404
0,15;;0,8284831315771053;0,8489836968954771;;4,575380101992758;4,454272068081003
0,16;;0,8344992410521934;0,8579918274367779;;4,548510142064536;4,419838323428516
0,16999999999999998;;0,8406151716879152;0,8670892771054166;;4,521812617459588;4,385688710528363
0,18;;0,8468312521058399;0,8762758254784487;;4,495286283920987;4,351821452915893
0,19;;0,8531478132460778;0,8855513984263623;;4,46892990734185;4,3182346902658075
0,2;;0,8595651885754485;0,8949160305445844;;4,44274226367343;4,284926498527515
0,21;;0,8660837142669348;0,9043698385844996;;4,416722138834147;4,2518949051286725
0,22;;0,8727037293516381;0,9139130022254376;;4,3908683286195345;4,219137900662272
0,22999999999999998;;0,8794255758444603;0,9235457498719871;;4,365179638613096;4,186653448011254
0,24;;0,8862495988447396;0,9332683479691345;;4,3396548840980556;4,154439489569748
0,25;0,75;0,8931761466130602;0,94308109282921;5,833333333;4,31429288996999;4,1224939530263915
0,26;;0,900205570625443;0,9529843042842756;;4,289092490650331;4,0908147560447645
0,27;;0,9073382256061013;0,9629783206863376;;4,26405253000073;4,059399810086465
0,27999999999999997;;0,9145744695399199;0,9730634949170747;;4,239171861238266;4,028247023559441
0,29;;0,9219146636657866;0,9832401911635344;;4,214449346851496;3,9973543044294013
0,3;;0,9293591724518662;0,9935087822819062;;4,189883858517326;3,966719562399689
0,31;;0,9369083635538766;1,0038696476176723;;4,165474277018703;3,9363407107410606
0,32;;0,944562607757377;1,0143231711834322;;4,141219492163109;3,90621566783509
0,33;;0,9523222789050427;1,0248697401195894;;4,117118402701856;3,8763423584814625
0,33999999999999997;;0,9601877538098565;1,0355097433806078;;4,093169916250163;3,8467187150092346
0,35000000000000003;;0,9681594121551003;1,0462435706025282;;4,0693729492080095;3,817342678224233
