;x D2;x Harissons AD NGD;x Harissons D2 AGD;y D2;y Harissons AD NGD;y Harissons D2 AGD
0,0;1,5;1,5;1,5;2,5;2,5;2,5
0,01;;1,5140900108336157;1,5144528074415227;;2,497331884336921;2,4863461661366517
0,02;;1,5282986223254345;1,5290095782044537;;2,494566047663254;2,4728000349176704
0,03;;1,5426261523490996;1,5436703703313142;;2,4917042020464475;2,4593606570720516
0,04;;1,5570729063308029;1,5584352277470668;;2,488748037669271;2,4460270906503134
0,05;;1,5716391769861582;1,573304180035721;;2,485699223083555;2,4327984009815786
0,06;;1,586325244056034;1,5882772422192544;;2,4825594054611035;2,419673660629853
0,06999999999999999;;1,6011313740414568;1,6033544145389467;;2,4793302108418134;2,4066519493495866
0,08;;1,6160578199377116;1,618535682239237;;2,476013244379026;2,3937323540406092
0,09;;1,6311048209677679;1,6338210153542139;;2,4726100905821466;2,3809139687025134
0,1;;1,6462726023151646;1,6492103684968598;;2,4691223135565576;2,368195894388558
0,11;;1,6615613748564975;1,6647036806511681;;2,465551457240859;2,3555772391591634
0,12;;1,6769713348936501;1,6803008749672628;;2,4618990456414593;2,343057118035053
0,13;;1,6925026638859235;1,696001858559653;;2,4581665830645516;2,3306346529501005
0,13999999999999999;;1,7081555281822185;1,7118065223087535;;2,454355554345501;2,3183089727039388
0,15;;1,7239300787534326;1,7277147406658122;;2,4504674250756726;2,3060792129143683
0,16;;1,7398264509252381;1,743726371461385;;2,4465036418267254;2,2939445159696232
0,16999999999999998;;1,755844764111411;1,7598412557175025;;2,442465632372403;2,2819040309805234
0,18;;1,7719851215478863;1,776059217463672;;2,438354805907848;2,2699569137325604
0,19;;1,7882476100277216;1,7923800635568685;;2,434172553266464;2,2581023266379474
0,2;;1,8046322996371496;1,8088035835056586;;2,429920247134357;2,2463394386876683
0,21;;1,8211392434929092;1,8253295492986148;;2,425599242262379;2,234667425403553
0,22;;1,8377684774810474;1,8419577152371696;;2,4212108756757997;2,2230854687904116
0,22999999999999998;;1,8545200199973861;1,8586878177730668;;2,4167564668816364;2,211592757288252
0,24;;1,8713938716898522;1,8755195753505618;;2,4122373180736623;2,2001884857246035
0,25;1,167;1,8883900152028747;1,892452688253532;1,666666667;2,4076547143351235;2,18887185526697
0,26;;1,905508414924054;1,9094868384576476;;2,4030099238391873;2,1776420733754356
0,27;;1,922749016733306;1,926621689487766;;2,3983041980471453;2,16649835375544
0,27999999999999997;;1,9401117477546999;1,9438568862807002;;2,3935387719043986;2,1554399163107414
0,29;;1,9575965161111952;1,9611920550535236;;2,388714864034248;2,1444659870965848
0,3;;1,9752032106824975;1,978626803177563;;2,3838336769295143;2,133575798273095
0,31;;1,9929317008662448;1,996160719058236;;2,378896397142011;2,1227685880588987
0,32;;2,0107818363427508;2,013793372020891;;2,3739041954698945;2,1120436006850007
0,33;;2,0287534468435187;2,0315243122027984;;2,368858227142912;2,1014000863489195
0,33999999999999997;;2,046846341923748;2,049353070451446;;2,363759632005576;2,0908373011690973
0,35000000000000003;;2,0650603107390624;2,0672791582292978;;2,35860953469828;2,0803545071395932
0,36;;2,0833951218266757;2,0853020675251464;;2,3534090448363876;2,069950972085071
0,37;;2,1018505228912225;2,1034212707722304;;2,3481592571873073;2,0596259696160892
0,38;;2,120426240595479;2,121636220773241;;2,342861251845583;2,0493787790847056
0,38999999999999996;;2,1391219803562005;2,139946350632372;;2,337516094406018;2,0392086855403995
0,4;;2,157937426145297;2,15835107369455;;2,3321248361348537;2,029114979686323
0,41000000000000003;;2,1768722402965714;2,1768497834919818;;2,326688514139028;2,019096957835885
0,42;;2,1959260633182516;2,1954418536981537;;2,321208151533531;2,009153921869678
0,43;;2,215098513711528;2,2141266380894153;;2,3156847576068795;1,9992851791927477
0,44;;2,2343891877953332;2,232903470514272;;2,3101193279847307;1,9894900426922197
0,44999999999999996;;2,2537976595375717;2,2517716648705157;;2,3045128447916596;1,979767830695276
