;x D4;x Harissons D4 NGD;x Harissons D4 AGD;y D4;y Harissons D4 NGD;y Harissons D4 AGD
0,0;1,5;1,5;1,5;5,0;5,0;5,0
0,01;;1,5130479954552025;1,5123304719801676;;4,995365920559322;4,947259484601681
0,02;;1,526187973296016;1,5247430428947233;;4,990069431824663;4,895171232664576
0,03;;1,5394202072090164;1,5372379432632333;;4,98412778090725;4,84372735341446
0,04;;1,5527449649010874;1,5498153988418049;;4,9775578877049;4,7929200507818
0,05;;1,5661625079711539;1,5624756305263552;;4,970376350381739;4,742741622249901
0,06;;1,5796730917813608;1,5752188542554693;;4,962599450762117;4,693184457716914
0,06999999999999999;;1,5932769653277281;1,5880452809128685;;4,954243159640024;4,644241038371511
0,08;;1,6069743711103208;1,6009551162295117;;4,94532314200526;4,595903935582091
0,09;;1,6207655450029732;1,6139485606853585;;4,9358547621876285;4,548165809799321
0,1;;1,6346507161226027;1,6270258094108148;;4,925853088920366;4,501019409471882
0,11;;1,6486301066981532;1,640187052087889;;4,915332900324039;4,454457569975239
0,12;;1,6627039319392118;1,6534324728510867;;4,90430868881209;4,408473212553288
0,13;;1,6768723999043353;1,6667622501880666;;4,892794665919227;4,3630593432727105
0,13999999999999999;;1,6911357113691334;1,6801765568400906;;4,8808047670537995;4,318209051989908
0,15;;1,7054940596941497;1,693675559702294;;4,868352656175325;4,273915511330332
0,16;;1,7199476306925874;1,7072594197238047;;4,855451730398284;4,23017197568009
0,16999999999999998;;1,7344966024979211;1,7209282918077409;;4,842115124523288;4,18697178018965
0,18;;1,7491411454314494;1,7346823247111223;;4,828355715496743;4,144308339789523
0,19;;1,7638814218698229;1,7485216609447174;;4,814186126800045;4,102175148217765
0,2;;1,7787175861126125;1,7624464366728676;;4,799618732769416;4,060565777059151
0,21;;1,7936497842499541;1,7764567816133146;;4,784665662847397;4,019473874795897
0,22;;1,808678154030327;1,7905528189370663;;4,769338805767041;3,9788931658697724
0,22999999999999998;;1,8238028247285158;1,8047346651683347;;4,75364981366983;3,938817449755476
0,24;;1,8390239170138107;1,81900243008458;;4,737610106158307;3,8992406000451347
0,25;2,15;1,8543415428184953;1,8333562166166966;4,166666667;4,721230874284416;3,860156563543791
0,26;;1,86975580520668;1,847796120749374;;4,704523084474528;3,821559359375752
0,27;;1,8852667982435358;1,862322231421673;;4,6874974823921;3,783443078101657
0,27999999999999997;;1,900874606864983;1,87693463042785;;4,670164596738933;3,7458018808461455
0,29;;1,9165793067478958;1,8916333923184683;;4,652534742995927;3,708629998435993
0,3;;1,9323809641808753;1,9064185843018364;;4,63461802710429;3,671921730548583
0,31;;1,9482796359356558;1,9212902661458058;;4,61642434908807;3,6356714448706047
0,32;;1,9642753691392;1,9362484900799766;;4,597963406618928;3,599873576266832
0,33;;1,9803682011465455;1,951293300698342;;4,579244698524007;3,5645226259588823
0,33999999999999997;;1,9965581594144626;1,9664247348624155;;4,560277528237778;3,529613160713822
0,35000000000000003;;2,01284526137599;1,9816428216048847;;4,541071007198713;3,495139812042504
0,36;;2,029229514315903;1,9969475820338236;;4,521634058191608;3,461097275407521
0,37;;2,0457109152471875;2,012339029237519;;4,501975418636407;3,4274803094406527
0,38;;2,0622894507885765;2,0278171681899386;;4,482103643824332;3,394283735169701
0,38999999999999996;;2,0789650970432194;2,043381995656896;;4,462027110102108;3,361502435254591
0,4;;2,095737819478547;2,0590335001029483;;4,441754018005095;3,3291313532326345
0,41000000000000003;;2,112607572807396;2,074771661599069;;4,421292395340106;3,2971654927728395
0,42;;2,1295743008704684;2,0905964517311513;;4,4006501002186535;3,265599916939155
0,43;;2,1466379365201846;2,1065078335093714;;4,379834824041411;3,2344297474625545
0,44;;2,163798401506002;2,1225057612784672;;4,358854094434619;3,2036501640218358
0,44999999999999996;;2,1810556063612663;2,1385901806289747;;4,337715278139173;3,173256403533046
0,45999999999999996;;2,1984094502916656;2,1547610283094674;;4,316425583853114;3,14324375944742
0,47000000000000003;;2,2158598210653575;2,1710182321398435;;4,294992065028251;3,113607581057732
0,48;;2,233406594904835;2,187361710925712;;4,273421622621587;3,08434327281296
0,49;;2,251049636380605;2,2037913743739197;;4,25172100780227;3,0554462936411593
0,5;;2,2687887983067476;2,220307123009266;;4,229896824614737;3,0269121562804546
0,51;;2,2866239216384274;2,236908848092458;;4,207955532598718;2,998736426618043
0,52;;2,3045548353714285;2,2535964315393495;;4,185903449366782;2,9709147230371173
0,53;;2,322581356443783;2,2703697458415073;;4,163746753140045;2,9434427157716145
0,54;;2,3407032896395616;2,287228653988164;;4,141491485242718;2,916316126268696
0,5499999999999999;;2,3589204274949043;2,304173009389593;;4,119143552556101;2,8895307265588626
0,5599999999999999;;2,3772325502063536;2,321202655801968;;4,096708729932651;2,863082338633614
0,5700000000000001;;2,395639425541568;2,3383174272537333;;4,074192662570757;2,8369668338305734
0,58;;2,4141408087524843;2,3555171479735635;;4,0516008683508025;2,811180132225967
0,59;;2,4327364424909987;2,372801632319932;;4,0289387401331185;2,785718202034388
0,6;;2,451426056727238;2,3901706847123565;;4,006211548018427;2,7605770590157492
0,61;;2,4702093686704942;2,4076240995643587;;3,983424441571342;2,735752765889346
0,62;;2,489086082692885;2,4251616612181945;;3,9605824520074933;2,7112414317549325
0,63;;2,5080558902558208;2,4427831438813974;;3,9376904943448445;2,6870392115207395
0,64;;2,5271184698393383;2,4604883115651868;;3,9147533695197585;2,6631423053383454
0,65;;2,5462734868743744;2,4782769180247874;;3,8917757664683474;2,6395469580443183
0,66;;2,5655205936780465;2,4961487067017103;;3,868762264173647;2,61624945860855
0,67;;2,584859429392011;2,5141034106680387;;3,8457173336791497;2,5932461395892057
0,6799999999999999;;2,604289619923961;2,5321407525727726;;3,822645340069207;2,570533376594202
0,69;;2,623810777892338;2,550260444590278;;3,7995505444168254;2,5481075877491444
0,7000000000000001;;2,6434225025743103;2,568462188370878;;3,77643710569935;2,5259652331716453
0,7100000000000001;;2,6631243798571043;2,5867456749936495;;3,753309082682545;2,504102814451943
0,72;;2,682915982192728;2,6051105849214626;;3,730170435773552;2,482516874139753
0,73;;2,7027968685561694;2,6235565879583027;;3,7070250288432156;2,4612039952372746
0,74;;2,7227665844071227;2,642083343208936;;3,6838766310182494;2,4401608006982802
