;x D3;x Harissons D3 NGD;x Harissons D3 AGD;y D3;y Harissons D3 NGD;y Harissons D3 AGD
0,0;0,75;0,75;0,75;5,0;5,0;5,0
0,01;;0,7585891403541708;0,758210754405608;;4,959639005008936;4,946810727071258
0,02;;0,7672619615669832;0,766497665924908;;4,9195922320299665;4,894219462150697
0,03;;0,7760189418135899;0,774861139964743;;4,879857366870874;4,842219591756484
0,04;;0,7848605540861456;0,7833015773383172;;4,840432110820191;4,7908045751585995
0,05;;0,7937872659738527;0,7918193740873569;;4,80131418056319;4,739967943563293
0,06;;0,8027995394401454;0,8004149213021752;;4,7625013080980505;4,689703299306507
0,06999999999999999;;0,8118978305970614;0,809088604939676;;4,723991240652227;4,640004315056185
0,08;;0,8210825894768502;0,81784080563934;;4,685781740599005;4,590864733023358
0,09;;0,8303542598008693;0,8266718985372344;;4,647870585374258;4,542278364181926
0,1;;0,8397132787458282;0,8355822530780922;;4,610255567393408;4,494239087497024
0,11;;0,8491600767074388;0,84457223282551;;4,572934493968596;4,446740849161904
0,12;;0,8586950770615358;0,8536421952703138;;4,535905187226055;4,399777661843217
0,13;;0,8683186959227374;0,8627924916371483;;4,499165484023703;4,353343603934627
0,13999999999999999;;0,8780313419007152;0,8720234666893428;;4,462713235868956;4,307432818818651
0,15;;0,8878334158541509;0,8813354585321164;;4,426546308836749;4,262039514136643
0,16;;0,8977253106424584;0,8907287984141803;;4,3906625834877975;4,217157961066845
0,16999999999999998;;0,9077074108753546;0,9002038105278046;;4,355059954787077;4,172782493610401
0,18;;0,9177800926603665;0,9097608118074166;;4,319736332022533;4,128907507885262
0,19;;0,9279437233483678;0,9194001117267973;;4,284689638724028;4,0855274614279
0,2;;0,9381986612772373;0,9291220120949539;;4,249917812582525;4,0426368725027375
0,21;;0,9485452555137411;0,9389268068507418;;4,215418805369509;4,0002303194192175
0,22;;0,9589838455937437;0,9488147818563142;;4,18119058285665;3,958302439856437
0,22999999999999998;;0,969514761260853;0,9587862146894822;;4,147231124735713;3,916847930195258
0,24;;0,9801383222036137;0,9688413744350705;;4,113538424538719;3,8758615448578193
0,25;0,75;0,9908548377913663;0,9789805214753544;5,833333333;4,080110489558346;3,8353380956543726
0,26;;1,0016646068088906;0,9892039072796713;;4,0469453407686;3,7952724511373654
0,27;;1,0125679171899604;0,9995117741932975;;4,0140410127457224;3,7556595359626948
0,27999999999999997;;1,0235650457499392;1,0099043552256892;;3,98139555358937;3,716494330258059
0,29;;1,0346562579175496;1,0203818738381856;;3,9490070248440485;3,677771868998327
0,3;;1,0458418074659546;1,0309445437312785;;3,916873501420812;3,6394872413878647
0,31;;1,0571219362432942;1,041592568631549;;3,884993071519221;3,601635590249731
0,32;;1,0684968739028247;1,052326142078388;;3,853363836549577;3,564212111421684
0,33;;1,0799668376328073;1,0631454472106032;;3,821983911055416;3,527212053158923
0,33999999999999997;;1,0915320318863075;1,0740506565530317;;3,7908514226362797;3,4906307155434946
0,35000000000000003;;1,10319264811106;1,085041931803275;;3,7599645118707565;3,4544634499002966
0,36;;1,1149488644795635;1,0961194236186729;;3,7293213322398007;3,4187056582196136
0,37;;1,1268008456195748;1,1072832714036445;;3,6989200500503223;3,383352792586113
0,38;;1,1387487423451732;1,1185336030975168;;3,668758844359061;3,348400354614239
0,38999999999999996;;1,1507926913885684;1,1298705349629723;;3,6388359068967358;3,3138438948899367
0,4;;1,1629328151328366;1,141294171375244;;3,609149441992479;3,27967901241864
0,41000000000000003;;1,1751692213457612;1,1528046046121951;;3,5796976664985554;3,2459013540794732
0,42;;1,1875020029149743;1,164401914645415;;3,550478809715359;3,212506614085575
0,43;;1,199931237584583;1,1760861689324749;;3,521491113316702;3,1794905334505144
0,44;;1,2124569876934763;1,1878574222104796;;3,4927328312753922;3,146848899460714
0,44999999999999996;;1,2250792999155145;1,1997157162910637;;3,464202229789094;3,114577545153834
0,45999999999999996;;1,237798205001797;1,2116610798569747;;3,4358975872064845;3,0826723488030443
0,47000000000000003;;1,2506137175252194;1,223693528260392;;3,407817193953698;3,051129233407139
0,48;;1,2635258356275214;1,235813063323132;;3,379959352461067;3,0199441661864204
0,49;;1,2765345407690414;1,2480196731388944;;3,3523223770901507;2,9891131580843093
0,5;;1,2896397974813896;1,260313331877699;;3,324904594061068;2,95863226327461
0,51;;1,3028415531232558;1,272693999592672;;3,297704341380116;2,9284975786743805
0,52;;1,3161397376395716;1,2851616220293423;;3,2707199687676956;2,8987052434623575
0,53;;1,3295342633242482;1,2977161304376;;3,2439498375865257;2,869251438602865
0,54;;1,3430250245867128;1,310357441386488;;3,2173923207701636;2,840132386375168
0,5499999999999999;;1,3566118977224702;1,32308545658198;;3,191045802751823;2,8113443499082083
0,5599999999999999;;1,3702947406879173;1,3359000626879163;;3,164908679393491;2,7828836327206683
0,5700000000000001;;1,3840733928796376;1,3488011311502541;;3,138979357915347;2,7547465782663143
0,58;;1,3979476749184072;1,3617885180248093;;3,1132562568254887;2,726929569484567
0,59;;1,4119173884381473;1,3748620638086468;;3,0877378058499514;2,6994290283562377
0,6;;1,4259823158800486;1,3880215932752906;;3,062422445863041;2,6722414154643945
0,61;;1,4401422202921088;1,4012669153139228;;3,0373086288179634;2,6453632295602953
0,62;;1,454396845134311;1,41459782277274;;3,0123948176777637;2,61879100713434
0,63;;1,468745914089681;1,4280140923066342;;2,9876794863465688;2,5925213219919967
0,64;;1,4831891308814564;1,4415154842293683;;2,9631611196011343;2,5665507848346483
0,65;;1,4977261790966003;1,4551017423704153;;2,9388382130227;2,5408760428453117
0,66;;1,5123567220158955;1,4687725939366303;;2,914709272929152;2,5154937792791814
0,67;;1,5270804024508484;1,4825277493789206;;2,8907728163074893;2,490400713058952
0,6799999999999999;;1,541896842587637;1,4963669022640869;;2,867027370746602;2,4655935983748685
