;x D2;x Harissons D2 NGD;x Harissons D2 AGD;y D2;y Harissons D2 NGD;y Harissons D2 AGD
0,0;1,5;1,5;1,5;2,5;2,5;2,5
0,01;;1,5133176960219543;1,4335807836189036;;2,486900220921454;2,487506179960947
0,02;;1,5267108020212061;1,4466385792236327;;2,4739480876163453;2,4788884456126623
0,03;;1,540178985958126;1,4598269793466754;;2,4611415782548485;2,4703037562515675
0,04;;1,5537219011351715;1,4731870881223101;;2,4484786994467247;2,461748854868607
0,05;;1,5673391861218413;1,4868396999160505;;2,4359574858399777;2,4532178256412154
0,06;;1,581030464684524;1,5017031615579284;;2,423575999725176;2,4446952138255966
0,06999999999999999;;1,5947953457213513;1,5116031900866274;;2,4113323306453625;2,43620457320384
0,08;;1,608633423202175;1,524076274209136;;2,39922459501147;2,427875986729678
0,09;;1,6225442761137767;1,5370043924070187;;2,3872509357231655;2,419624429130962
0,1;;1,6365274684104223;1,5501471010709256;;2,375409521795048;2,4114341538827984
0,11;;1,6505825489698687;1,5634358662367698;;2,3636985479881245;2,403298615267949
0,12;;1,6647090515549299;1,5768417858699768;;2,352116234446488;2,395214131237896
0,13;;1,6789064947807044;1,590349889195542;;2,3406608263391235;2,387178285096332
0,13999999999999999;;1,6931743820875673;1,6039513382936252;;2,3293305935067723;2,3791893321928894
0,15;;1,7075122017200206;1,6176404064676675;;2,31812383011378;2,3712459284760565
0,16;;1,7219194267115039;1,6314131077143197;;2,3070388543048623;2,3633469885411125
0,16999999999999998;;1,7363955148752506;1,6452665020762345;;2,2960740078667152;2,355491604105241
0,18;;1,750939908801286;1,6591983131213253;;2,2852276558944;2,347678993809185
0,19;;1,7655520358596444;1,6732067032719846;;2,274498186462442;2,3399084705942332
0,2;;1,7802313082098968;1,6872901348512348;;2,263884010300569;2,3321794195671126
0,21;;1,7949771228170617;1,701447280425074;;2,2533835604740307;2,3244912824417723
0,22;;1,809788861473976;1,7156769628695703;;2,242995292068429;2,316843546277309
0,22999999999999998;;1,8246658908301974;1,7299781140884296;;2,2327176818789987;2,3092357351198523
0,24;;1,8396075624275041;1,7443497458360913;;2,2225492281042736;2,301667403665288
0,25;1,167;1,8546132127420574;1,7587909286316037;1,666666667;2,212488450044079;2,2941381323639667
0,26;;1,8696821632332823;1,7733007762199835;;2,202533887801786;2,286647523577028
0,27;;1,8848137203995243;1,787878433923892;;2,1926841019907712;2,2791951985145023
0,27999999999999997;;1,9000071758405277;1,8025230697787014;;2,1829376734450174;2,271780794764544
0,29;;1,9152618063267843;1,8172338676950472;;2,1732932029338032;2,2644039642764664
0,3;;1,9305768738757922;1,8320100221223803;;2,163749310880419;2,25706437169692
0,31;;1,9459516258352572;1,846850733840239;;2,1543046370848526;2,249761692984287
0,32;;1,96138529497327;1,8617552066082832;;2,144957840450393;2,242495614244714
0,33;;1,9768770995754856;1,8767226444784504;;2,135707598714089;2,235265830746517
0,33999999999999997;;1,9924262435493199;1,891752249623522;;2,1265526081810195;2,2280720460794803
0,35000000000000003;;2,008031916535186;1,9068432205727965;;2,117491583462309;2,2209139714328696
0,36;;2,0236932940247696;1,9219947507719473;;2,108523257216844;2,2137913249714725
0,37;;2,0394095374863594;1,9372060274034903;;2,0996463798966385;2,206703831293184
0,38;;2,0551797944972208;1,9524762304186534;;2,0908597194957883;2,1996512209548893
0,38999999999999996;;2,071003198883009;1,967804531742207;;2,082162061302975;2,1926332300559
0,4;;2,0868788708642145;1,9831900946199814;;2,0735522076574604;2,1856495998701906
0,41000000000000003;;2,1028059172096105;1,9986320730850273;;2,065028977708527;2,1787000765202302
0,42;;2,118783431396689;2,014129611523204;;2,056591207178315;2,1717844106864588
0,43;;2,134810493779049;2,0296818443226994;;2,048237748128006;2,1649023573474504
0,44;;2,150886171760703;2,0452878955949347;;2,0399674687273084;2,1580536755466304
0,44999999999999996;;2,167009519977259;2,0609468789566106;;2,031779253027197;2,1512381281820487
0,45999999999999996;;2,1831795804839325;2,076657897364487;;2,0236720007358606;2,144455481816273
0,47000000000000003;;2,1993953829503257;2,0924200429959607;;2,015644626997812;2,137705506503899
0,48;;2,2156559448619286;2,1082323971696764;;2,0076960621761177;2,1309879756345382
0,49;;2,231960271728264;2,1240940303013716;;1,9998252516377029;2,1243026657894655
0,5;;2,248307357297608;2,1400040018909183;;1,9920311555416812;2,1176493566103423
0,51;;2,2646961837782107;2,1559613605371646;;1,9843127486306813;2,1110278306786694
0,52;;2,281125722065931;2,1719651439776952;;1,976669020025113;2,1044378734047857
0,53;;2,297594931978194;2,1880143791510567;;1,96909897302034;2,097879272925394
0,54;;2,314102762494182;2,204108082279348;;1,9616016248867165;2,091351820008718
0,5499999999999999;;2,3306481520011486;2,2202452589693706;;1,9541760066724447;2,084855307966516
0,5599999999999999;;2,347230028546759;2,2364249043307716;;1,9468211630092176;2,0783895325722574
0,5700000000000001;;2,3638473100973303;2,252646003109828;;1,939536151920604;2,071954291984868
0,58;;2,380498904801871;2,268907529837673;;1,9323200446331392;2,0655493866775054
0,59;;2,3971837112617775;2,285208448991943;;1,9251719253900823;2,059174619370892
0,6;;2,413900618806073;2,301547715170894;;1,918090891267803;2,052829794970794
0,61;;2,430648507772039;2,317924273279194;;1,9110760519947592;2,0465147205092706
0,62;;2,4474262497911154;2,3343370587246453;;1,9041265297730323;2,040229205089357
0,63;;2,464232708079913;2,3507849976251753;;1,8972414591023798;2,0339730598328964
0,64;;2,481066737736187;2,3672670070255113;;1,890419986606773;2,0277460978312427
0,65;;2,497927186039625;2,3837819951229795;;1,8836612708633822;2,0215481340986057
0,66;;2,5148128927572793;2,4003288615019467;;1,8769644822339777;2,01537898552782
0,67;;2,5317226904534866;2,416906497376427;;1,8703288026987097;2,009238470848344
0,6799999999999999;;2,548655404804098;2,433513785840443;;1,8637534256922346;2,003126410586319
0,69;;2,5656098549148534;2,450149602125732;;1,8572375559421552;1,997042627026526
0,7000000000000001;;2,5825848536437155;2,466812813866422;;1,850780409309742;1,9909869441761012
0,7100000000000001;;2,5995792079269844;2,48350228137033;;1,844381212632902;1,9849591877298802
0,72;;2,616591719109007;2,500216857896543;;1,8380392035713649;1,9789591850372508
0,73;;2,6336211832752903;2,5169553899389525;;1,8317536304540538;1,972986765070411
0,74;;2,650666391588824;2,5337167175154405;;1,8255237521286127;1,9670417583939317
0,75;2,547;2,6677261306294193;2,5504996744624187;2,0;1,819348837813055;1,961123997135538
0,76;;2,684799182735863;2,5673030887344237;;1,8132281669495092;1,9552333149580232
0,77;;2,7018843263506787;2,5841257827084974;;1,8071610290600277;1,9493695470322252
0,7799999999999999;;2,7189803363673004;2,600966573493065;;1,8011467236044312;1,943532530010996
0,79;;2,736085984479441;2,6178242732410557;;1,7951845598401592;1,9377221020040998
