0;2117276,6503985566;2117276,6503985566
1;759,3119945964522;2107609,848604916
2;759,0168627919988;2098002,1770617664
3;758,7221526172929;2088453,1651297447
4;758,42786316159;2078962,3466010112
5;758,1339935167928;2069529,2596547548
6;757,8405427773807;2060153,4468133054
7;757,5475100405415;2050834,4548986983
8;757,2548944059929;2041571,8349898316
9;756,9626949761148;2032365,1423801242
10;756,6709108558681;2023213,9365356613
11;756,3795411527856;2014117,7810538877
12;756,0885849769757;2005076,243622773
13;755,7980414410995;1996088,8959804634
14;755,5079096604293;1987155,3138754354
15;755,2181887527238;1978275,0770271062
16;754,9288778383441;1969447,7690869293
17;754,639976040097;1960672,9775999447
18;754,3514824833816;1951950,2939667697
19;754,0633962960546;1943279,3134060716
20;753,7757166085078;1934659,6349174485
21;753,4884425536363;1926096,7408099892
22;753,2015732668013;1917584,0470400383
23;752,9151078857886;1909121,185135319
24;752,6290455509379;1900707,7898861722
25;752,3433854049989;1892343,4993116695
26;752,0581265931883;1884027,9546261176
27;751,7732682631438;1875760,800205983
28;751,4888095649255;1867541,683557179
29;751,2047496510586;1859370,255282781
30;750,9210876764115;1851246,169051077
31;750,6378227983379;1843169,0815640506
32;750,3549541765555;1835138,6525261789
33;750,0724809731112;1827154,5446136435
34;749,790402352527;1819216,4234438885
35;749,5087174816333;1811323,9575455259
36;749,2274255296371;1803476,8183286097
37;748,9465256681179;1795674,6800552497
38;748,6660170709577;1787917,2198105785
39;748,3858989144126;1780204,117474042
40;748,1061703770737;1772535,0556910397
41;747,8268306398284;1764909,7198448959
42;747,5478788858597;1757327,7980291368
43;747,2693143006895;1749788,9810201228
44;746,9911360721317;1742292,9622499614
45;746,7133433902802;1734839,437779769
46;746,4359354474967;1727428,1062732036
47;746,1589114384188;1720058,6689703495
48;745,882270559967;1712730,8296618615
49;745,6060120112776;1705444,2946634223
50;745,3301349937926;1698198,7727905116
51;745,0546387111335;1690993,975333424
52;744,7795223691965;1683829,616032617
53;744,5047851760836;1676705,411054311
54;744,2304263421256;1669621,0789663792
55;743,9564450798227;1662576,3407145091
56;743,6828406038991;1655570,9195986458
57;743,4096121312915;1648604,5412496934
58;743,1367588811102;1641676,9336064688
59;742,8642800746284;1634787,8268929566
60;742,5921749352858;1627936,953595779
61;742,3204426887024;1621124,0484419325
62;742,0490825626687;1614348,8483768008
63;741,7780937870684;1607611,0925423764
64;741,5074755939737;1600910,5222557625
65;741,2372272175619;1594246,880987891
66;740,9673478941506;1587619,914342488
67;740,6978368621294;1581029,370035286
68;740,4286933620918;1574474,997873454
69;740,1599166366286;1567956,549735256
70;739,8915059305025;1561473,7795499638
71;739,6234604905513;1555026,4432779425
72;739,3557795656326;1548614,2988910181
73;739,0884624067429;1542237,1063530142
74;738,8215082669143;1535894,6276005302
75;738,5549164012524;1529586,6265239264
76;738,2886860669225;1523312,868948521
77;738,022816523096;1517073,1226159872
78;737,7573070310192;1510867,1571659714
79;737,4921568539585;1504694,744117883
80;737,2273652571879;1498555,6568529329
81;736,9629315080562;1492449,6705963262
82;736,6988548758204;1486376,5623996677
83;736,4351346318263;1480336,1111235472
84;736,1717700493805;1474328,0974203574
85;735,9087604037635;1468352,3037172349
86;735,6461049722785;1462408,5141992348
87;735,3838030341745;1456496,5147926784
88;735,1218538706755;1450616,0931486706
89;734,8602567649756;1444767,0386268115
90;734,5990110022234;1438949,142279062
91;734,3381158695029;1433162,196833821
92;734,0775706558572;1427405,9966801316
93;733,8173746522298;1421680,3378520943
94;733,5575271515385;1415985,0180134254
95;733,2980274485822;1410319,8364421874
96;733,0388748401011;1404684,5940156959
97;732,7800686247389;1399079,0931955653
98;732,5216081030435;1393503,138012936
99;732,263492577438;1387956,5340538537
100;732,0057213522562;1382439,088444794
101;731,7482937337057;1376950,609838358
102;731,4912090298797;1371490,9083991097
103;731,2344665507159;1366059,7957895705
104;730,978065608052;1360657,0851563532
105;730,722005515569;1355282,5911164556
106;730,4662855887774;1349936,1297436932
