0;1,5;2,5
0,25;1,167;1,666666667
0,75;2,547;2
1,25;2,172;1,333333333
1,75;4,969;1
2,25;5,125;2
2,75;8,063;1,5
3,25;8,719;1,333333333
3,75;7,969;0,7
4,25;6,813;0,5
4,75;5,625;0,666666667
5,25;4,5;1,25
5,75;4,031;1
6,25;2,891;0,416666667
