;x D1;x EP D1 NGD;x EP D1 AGD;y D1;y EP D1 NGD;y EP D1 AGD
0,0;0,75;0,75;0,75;2,5;2,5;2,5
0,01;;0,7549054414478615;0,7549054414531086;;2,488719354278116;2,4887193560821617
0,02;;0,7598429673701211;0,7598429673806837;;2,4774896097433934;2,477489613335204
0,03;;0,7648127876181258;0,7648127876340733;;2,4663105367165277;2,466310542079933
0,04;;0,7698151134157745;0,7698151134371769;;2,4551819065545883;2,455181913673527
0,05;;0,7748501573684945;0,7748501573954226;;2,4441034916463393;2,44410350050486
0,06;;0,7799181334722778;0,7799181335048029;;2,4330750654075866;2,4330750759898443
0,06999999999999999;;0,7850192571227762;0,7850192571609703;;2,4220964022765417;2,422096414566801
0,08;;0,7901537451244556;0,7901537451683915;;2,4111672777092092;2,4111672916918407
0,09;;0,7953218156998112;0,7953218157495622;;2,4002874681747945;2,400287483834275
0,1;;0,8005236884986409;0,8005236885542816;;2,3894567511511315;2,3894567684720434
0,11;;0,8057595846073826;0,8057595846689877;;2,3786749051201315;2,3786749240871625
0,12;;0,811029726558509;0,8110297266261541;;2,367941709563253;2,367941730161195
0,13;;0,8163343383399864;0,8163343384137476;;2,357256944956991;2,35725696717074
0,13999999999999999;;0,8216736454047937;0,8216736454847486;;2,346620392768387;2,346620416582941
0,15;;0,8270478746805061;0,8270478747667322;;2,3360318354505596;2,3360318608510204
0,16;;0,8324572545789377;0,8324572546715138;;2,3254910564382554;2,325491083409826
0,16999999999999998;;0,8379020150058503;0,837902015104856;;2,3149978401434197;2,3149978686714046
0,18;;0,8433823873707257;0,8433823874762407;;2,304551971950786;2,3045520020205896
0,19;;0,8488986045965987;0,8488986047087043;;2,2941532382134877;2,2941532698106153
0,2;;0,8544509011299588;0,8544509012487365;;2,283801426248688;2,2838014593587443
0,21;;0,8600395129507129;0,8600395130762452;;2,2734963243332302;2,273496358941918
0,22;;0,8656646775822157;0,8656646777145858;;2,2632377216993067;2,2632377577924276
0,22999999999999998;;0,8713266341013646;0,8713266342406566;;2,2530254085301493;2,2530254460936026
0,24;;0,8770256231487599;0,8770256232950587;;2,242859175955737;2,242859214975518
