;EP D0 NGD;EP D0 AGD;EP D1 NGD;EP D1 AGD;EP D2 NGD;EP D2 AGD;EP D3 NGD;EP D3 AGD
0;29,4094385022677;29,4094385022677;21,958495366119013;21,958495366119013;20,669075553118663;20,669075553118663;21,200051520356823;21,200051520356823
1;26,47193373008638;28,90927477200657;18,501655476630898;3,1605903082868774;18,473675666982608;7,957626837447058;17,677168995308367;4,829553757865776
2;21,896869247091168;22,1687862798594;14,147003592144818;0,4642245913742084;15,310371879773497;1,7633007122771522;13,003613424054013;0,6665329482787311
3;15,669898610744612;0,28889373571404786;9,77394166721371;0,4621940824027539;11,24592313720613;0,726063445186238;8,377933519894786;0,6524057991518389
4;9,830548408688063;0,2888908138745803;6,402048512347629;0,462194082859687;7,329969372293243;0,7260619291564564;5,099712199617341;0,6524057931707631
5;5,9084136303574075;0,288890813882385;4,14237581124551;0,46219408285969;4,554233245577702;0,726061929157197;3,1415100167832564;0,6524057931709221
6;3,574188912086084;0,28889081388238524;2,697168142497792;0,4621940828596898;2,8801206373917383;0,726061929157197;2,033748762208139;0,6524057931709218
7;2,2164718753812327;0,288890813882385;1,7953151817411979;0,46219408285969;1,9261358860859001;0,7260619291571971;1,4173397448711107;0,6524057931709218
8;1,4255635622468048;0,288890813882385;1,2453947744980578;0,46219408285968994;1,3928158431704623;0,7260619291571969;1,076157194198172;0,6524057931709218
9;0,9619227025262619;0,288890813882385;0,9169883221541009;0,4621940828596899;1,0966860913852436;0,726061929157197;0,8875674785077;0,6524057931709218
10;0,6885268013282017;0,2888908138823852;0,7240657307298359;0,46219408285968994;0,9325918150843017;0,726061929157197;0,7832757329532699;0,6524057931709218
11;0,5266318037626686;0,2888908138823851;0,6120840051693158;0,46219408285968994;0,841630916045667;0,7260619291571971;0,725510708113809;0,6524057931709218
12;0,43050690432115485;0,2888908138823852;0,5476313405935836;0,46219408285968994;0,7911113845562359;0,7260619291571969;0,6934370801443901;0,6524057931709218
13;0,37333909714658825;0,2888908138823851;0,5107525945102422;0,46219408285968994;0,7629591368569971;0,726061929157197;0,6755694166262974;0,6524057931709218
14;0,33930241521500004;0,2888908138823852;0,489737465075064;0,46219408285968994;0,7471960019432061;0,726061929157197;0,6655737471396399;0,6524057931709218
15;0,3190189131054118;0,2888908138823851;0,4777961411112956;0,46219408285968994;0,7383132389333761;0,7260619291571971;0,6599528647177679;0,6524057931709218
16;0,3069199035965136;0,2888908138823852;0,4710240905853182;0,46219408285968994;0,7332663009049806;0,7260619291571969;0,6567722464546453;0,6524057931709218
17;0,2996951330339631;0,2888908138823851;0,4671887121712584;0,46219408285968994;0,730369085957802;0,726061929157197;0,6549590793521275;0,6524057931709218
18;0,29537559337192665;0,2888908138823852;0,46501844020281297;0,46219408285968994;0,7286849334580062;0,726061929157197;0,6539164852229283;0,6524057931709218
19;0,2927894040368;0,2888908138823851;0,46379104844728697;0,46219408285968994;0,7276912916061696;0,7260619291571971;0,6533110296814023;0,6524057931709218
20;0,2912386158314816;0,2888908138823852;0,4630971054558156;0,46219408285968994;0,7270949841355865;0,7260619291571969;0,6529555174450768;0,6524057931709218
21;0,2903071655730606;0,2888908138823851;0,46270480522764906;0,46219408285968994;0,7267303218567536;0,726061929157197;0,6527442220100773;0,6524057931709218
22;0,2897467469611598;0,2888908138823852;0,46248302025072807;0,46219408285968994;0,7265028001095815;0,726061929157197;0,6526170030199332;0,6524057931709218
23;0,28940897175764063;0,2888908138823851;0,46235761464515746;0,46219408285968994;0,7263579016085789;0,7260619291571971;0,6525393649214075;0,6524057931709218
24;0,28920502834259587;0,2888908138823852;0,46228668661176836;0,46219408285968994;0,7262637456779689;0,7260619291571969;0,652491331600145;0,6524057931709218
25;0,28908167449446676;0,2888908138823851;0,4622465559647656;0,46219408285968994;0,7262013906233927;0,726061929157197;0,6524612098947165;0,6524057931709218
26;0,2890069361257993;0,2888908138823852;0,4622238399311304;0,46219408285968994;0,7261593787569964;0,726061929157197;0,6524420735197367;0,6524057931709218
27;0,2889615770629721;0,2888908138823851;0,4622109743078492;0,46219408285968994;0,7261306428494232;0,7260619291571971;0,6524297671436836;0,6524057931709218
28;0,2889340034974742;0,2888908138823852;0,4622036827276697;0,46219408285968994;0,7261107338618383;0,7260619291571969;0,6524217642794607;0,6524057931709218
29;0,2889172151290027;0,2888908138823851;0,46219954686493886;0,46219408285968994;0,7260967929963548;0,726061929157197;0,652416507680629;0,6524057931709218
30;0,2889069777039618;0,2888908138823852;0,4621971986346787;0,46219408285968994;0,726086946656436;0,726061929157197;0,6524130243975866;0,6524057931709218
31;0,28890072563982033;0,2888908138823851;0,4621958637528441;0,46219408285968994;0,7260799442675169;0,7260619291571971;0,6524106985088275;0,6524057931709218
32;0,28889690182977346;0,2888908138823852;0,4621951037802297;0,46219408285968994;0,7260749373711809;0,7260619291571969;0,6524091352507081;0,6524057931709218
33;0,2888945597192702;0,2888908138823851;0,46219467030151984;0,46219408285968994;0,7260713421567546;0,726061929157197;0,6524080787071406;0,6524057931709218
34;0,2888931230217974;0,2888908138823852;0,4621944224677595;0,46219408285968994;0,7260687521342748;0,726061929157197;0,652407361263082;0,6524057931709218
35;0,2888922403642054;0,2888908138823851;0,46219428035195353;0,46219408285968994;0,7260668815213378;0,7260619291571971;0,6524068721386218;0,6524057931709218
36;0,2888916972054042;0,2888908138823852;0,46219419855234456;0,46219408285968994;0,7260655278292536;0,7260619291571969;0,6524065375395429;0,6524057931709218
