;EP AD NGD;EP AD AGD
0;93,2370609418622;93,2370609418622
1;39,81401835959588;193,97112473744056
2;6,282268461814382;6,699909702780067
3;5,857689250106672;5,796766178388922
4;5,801834937513699;5,796694382750893
5;5,797052499082597;5,796694383359239
6;5,796718077293038;5,796694383359251
7;5,796695968388731;5,796694383359248
8;5,796694499444347;5,79669438335925
9;5,796694394413938;5,796694383359249
10;5,7966943849812775;5,796694383359249
11;5,796694383694527;5,796694383359249
12;5,796694383439334;5,796694383359249
13;5,7966943833792275;5,796694383359249
14;5,796694383364291;5,796694383359249
15;5,796694383360525;5,796694383359249
16;5,796694383359572;5,796694383359249
17;5,796694383359332;5,796694383359249
18;5,79669438335927;5,796694383359249
19;5,796694383359256;5,796694383359249
20;5,796694383359251;5,796694383359249
21;5,79669438335925;5,796694383359249
22;5,79669438335925;5,796694383359249
23;5,79669438335925;5,796694383359249
24;5,79669438335925;5,796694383359249
25;5,79669438335925;5,796694383359249
26;5,79669438335925;5,796694383359249
27;5,79669438335925;5,796694383359249
28;5,79669438335925;5,796694383359249
29;5,79669438335925;5,796694383359249
30;5,79669438335925;5,796694383359249
31;5,79669438335925;5,796694383359249
32;5,79669438335925;5,796694383359249
33;5,79669438335925;5,796694383359249
34;5,79669438335925;5,796694383359249
35;5,79669438335925;5,796694383359249
36;5,79669438335925;5,796694383359249
37;5,79669438335925;5,796694383359249
38;5,79669438335925;5,796694383359249
39;5,79669438335925;5,796694383359249
40;5,79669438335925;5,796694383359249
41;5,79669438335925;5,796694383359249
42;5,79669438335925;5,796694383359249
43;5,79669438335925;5,796694383359249
44;5,79669438335925;5,796694383359249
45;5,79669438335925;5,796694383359249
46;5,79669438335925;5,796694383359249
47;5,79669438335925;5,796694383359249
48;5,79669438335925;5,796694383359249
49;5,79669438335925;5,796694383359249
50;5,79669438335925;5,796694383359249
51;5,79669438335925;5,796694383359249
52;5,79669438335925;5,796694383359249
53;5,79669438335925;5,796694383359249
54;5,79669438335925;5,796694383359249
55;5,79669438335925;5,796694383359249
56;5,79669438335925;5,796694383359249
57;5,79669438335925;5,796694383359249
58;5,79669438335925;5,796694383359249
59;5,79669438335925;5,796694383359249
60;5,79669438335925;5,796694383359249
61;5,79669438335925;5,796694383359249
62;5,79669438335925;5,796694383359249
63;5,79669438335925;5,796694383359249
64;5,79669438335925;5,796694383359249
65;5,79669438335925;5,796694383359249
66;5,79669438335925;5,796694383359249
67;5,79669438335925;5,796694383359249
68;5,79669438335925;5,796694383359249
69;5,79669438335925;5,796694383359249
70;5,79669438335925;5,796694383359249
71;5,79669438335925;5,796694383359249
72;5,79669438335925;5,796694383359249
73;5,79669438335925;5,796694383359249
74;5,79669438335925;5,796694383359249
75;5,79669438335925;5,796694383359249
76;5,79669438335925;5,796694383359249
77;5,79669438335925;5,796694383359249
78;5,79669438335925;5,796694383359249
79;5,79669438335925;5,796694383359249
80;5,79669438335925;5,796694383359249
81;5,79669438335925;5,796694383359249
82;5,79669438335925;5,796694383359249
83;5,79669438335925;5,796694383359249
84;5,79669438335925;5,796694383359249
85;5,79669438335925;5,796694383359249
86;5,79669438335925;5,796694383359249
87;5,79669438335925;5,796694383359249
88;5,79669438335925;5,796694383359249
89;5,79669438335925;5,796694383359249
90;5,79669438335925;5,796694383359249
91;5,79669438335925;5,796694383359249
92;5,79669438335925;5,796694383359249
93;5,79669438335925;5,796694383359249
94;5,79669438335925;5,796694383359249
95;5,79669438335925;5,796694383359249
96;5,79669438335925;5,796694383359249
