;x D4;x EP AD NGD;x EP D4 AGD;y D4;y EP AD NGD;y EP D4 AGD
0,0;1,5;1,5;1,5;5,0;5,0;5,0
0,01;;1,506542030199704;1,5065420302009682;;4,969960433357301;4,969960535216252
0,02;;1,513112592505497;1,5131125925080364;;4,940101341827418;4,940101544321404
0,03;;1,519711811355979;1,5197118113598052;;4,910421641131515;4,910421943047648
0,04;;1,5263398117324705;1,5263398117375944;;4,880920253505011;4,880920653641344
0,05;;1,53299671916138;1,5329967191678124;;4,851596107658438;4,851596604823879
0,06;;1,5396826597165805;1,5396826597243334;;4,822448138738546;4,822448731752768
0,06999999999999999;;1,546397760021798;1,5463977600308825;;4,793475288289627;4,793475975982985
0,08;;1,5531421472530091;1,5531421472634364;;4,7646765042150845;4,7646772854285295
0,09;;1,5599159491408505;1,5599159491526327;;4,7360507407392305;4,736051614324219
0,1;;1,5667192939730366;1,5667192939861847;;4,707596958369303;4,707597923187718
0,11;;1,5735523105967901;1,573552310611316;;4,679314123857722;4,67931517878179
0,12;;1,580415128421282;1,5804151284371977;;4,651201210164572;4,651202354076776
0,13;;1,5873078774200826;1,5873078774374;;4,623257196420305;4,623258428213301
0,13999999999999999;;1,5942306881336226;1,5942306881523534;;4,595481067888663;4,595482386465206
0,15;;1,6011836916716657;1,6011836916918218;;4,567871815929843;4,567873220202696
0,16;;1,6081670197157918;1,6081670197373858;;4,540428437963856;4,540429926855715
0,16999999999999998;;1,615180804521891;1,6151808045449345;;4,513149937434132;4,513151509877544
0,18;;1,6222251789226672;1,6222251789471724;;4,486035323771323;4,486036978708608
0,19;;1,629300276330155;1,6293002763561346;;4,459083612357337;4,459085348740507
0,2;;1,6364062307382468;1,636406230765713;;4,432293824489582;4,432295641280264
0,21;;1,6435431767252286;1,6435431767541941;;4,405664987345426;4,405666883514784
0,22;;1,6507112494563312;1,6507112494868081;;4,379196133946872;4,379198108475531
0,22999999999999998;;1,6579105846862874;1,6579105847182884;;4,352886303125443;4,352888355003411
0,24;;1,6651413187619046;1,6651413187954431;;4,326734539487277;4,3267366677138694
0,25;2,15;1,6724035886246482;1,6724035886597364;4,166666667;4,300739893378438;4,300742096962201
0,26;;1,679697531813232;1,6796975318498826;;4,274901420850426;4,274903698809066
0,27;;1,6870232864662253;1,6870232865044517;;4,2492181836259055;4,249220534986208
0,27999999999999997;;1,6943809913246692;1,6943809913644843;;4,223689249064625;4,2236916728623894
0,29;;1,7017707857347024;1,7017707857761195;;4,1983136901295595;4,198316185409519
0,3;;1,7091928096502023;1,7091928096932345;;4,17309058535324;4,173093151168989
0,31;;1,7166472036354348;1,7166472036800948;;4,148019018804291;4,148021654218221
0,32;;1,724134108867715;1,7241341089140167;;4,123098080054181;4,123100784137399
0,33;;1,7316536671400828;1,73165366718804;;4,098326864144147;4,0983296359764125
0,33999999999999997;;1,7392060208639883;1,7392060209136142;;4,073704471552341;4,073707310221992
0,35000000000000003;;1,7467913130719874;1,7467913131232957;;4,04923000816117;4,04923291276505
0,36;;1,7544096874204524;1,7544096874734572;;4,024902585224815;4,0249055548682104
0,37;;1,7620612881922906;1,7620612882470053;;4,000721319336969;4,000724353133537
0,38;;1,7697462602996796;1,7697462603561176;;3,976685332398751;3,976688429470449
0,38999999999999996;;1,7774647492868083;1,7774647493449844;;3,9527937515868237;3,952796911063847
0,4;;1,7852169013326373;1,7852169013925654;;3,9290457093216964;3,9290489303424048
0,41000000000000003;;1,7930028632536639;1,7930028633153579;;3,90544034323622;3,9054436249470763
0,42;;1,8008227825067045;1,800822782570179;;3,881976796144274;3,8819801376997747
0,43;;1,8086768071916868;1,808676807256956;;3,8586542160096373;3,858657616572247
0,44;;1,8165650860544549;1,8165650861215332;;3,835471755915046;3,8354752146551347
0,44999999999999996;;1,8244877684895853;1,8244877685584873;;3,812428574031446;3,8124320901272215
0,45999999999999996;;1,8324450045432181;1,8324450046139582;;3,7895238335874164;3,78952740622486
0,47000000000000003;;1,8404369449158966;1,8404369449884903;;3,766756702838787;3,766760331211592
0,48;;1,8484637409654239;1,8484637410398852;;3,7441263550384356;3,7441300383479432
0,49;;1,8565255447097258;1,85652554478607;;3,721631968406263;3,7216357058613987
0,5;;1,8646225088297341;1,8646225089079764;;3,6992727260993554;3,699276516916566
0,51;;1,8727547866722754;1,8727547867524303;;3,677047816182319;3,677051659585514
0,52;;1,8809225322529755;1,8809225323350585;;3,6549564315977987;3,6549603268182866
0,53;;1,8891259002591771;1,8891259003432033;;3,63299777013717;3,6330017164135957
0,54;;1,8973650460528693;1,8973650461388543;;3,6111710344114076;3,6111750309896964
0,5499999999999999;;1,9056401256736293;1,9056401257615887;;3,5894754318221307;3,5894794779554235
