;x D1;x EP AD NGD;x EP D1 AGD;y D1;y EP AD NGD;y EP D1 AGD
0,0;0,75;0,75;0,75;2,5;2,5;2,5
0,01;;0,753271015099852;0,7532710151004841;;2,4849802166786503;2,484980267608126
0,02;;0,7565562962527485;0,7565562962540182;;2,470050670913709;2,470050772160702
0,03;;0,7598559056779896;0,7598559056799026;;2,4552108205657577;2,455210971523824
0,04;;0,7631699058662352;0,7631699058687972;;2,4404601267525057;2,440460326820672
0,05;;0,76649835958069;0,7664983595839062;;2,425798053829219;2,4257983024119394
0,06;;0,7698413298582902;0,7698413298621667;;2,411224069369273;2,411224365876384
0,06999999999999999;;0,773198880010899;0,7731988800154412;;2,3967376441448134;2,3967379879914925
0,08;;0,7765710736265046;0,7765710736317182;;2,3823382521075422;2,3823386427142648
0,09;;0,7799579745704253;0,7799579745763163;;2,3680253703696152;2,3680258071621094
0,1;;0,7833596469865183;0,7833596469930924;;2,3537984791846513;2,353798961593859
0,11;;0,7867761552983951;0,786776155305658;;2,339657061928861;2,339657589390895
0,12;;0,790207564210641;0,7902075642185988;;2,325600605082286;2,325601177038388
0,13;;0,7936539387100413;0,7936539387187;;2,3116285982101523;2,3116292141066506
0,13999999999999999;;0,7971153440668113;0,7971153440761767;;2,2977405339443315;2,297741193232603
0,15;;0,8005918458358329;0,8005918458459109;;2,2839359079649215;2,283936610101348
0,16;;0,8040835098578959;0,8040835098686929;;2,270214218981928;2,2702149634278577
0,16999999999999998;;0,8075904022609455;0,8075904022724673;;2,256574968717066;2,256575754938772
0,18;;0,8111125894613336;0,8111125894735862;;2,2430176618856614;2,243018489354304
0,19;;0,8146501381650775;0,8146501381780673;;2,2295418061786685;2,2295426743702533
0,2;;0,8182031153691234;0,8182031153828565;;2,216146912244791;2,216147820640132
0,21;;0,8217715883626143;0,8217715883770971;;2,202832493672713;2,202833441757392
0,22;;0,8253556247281656;0,8253556247434041;;2,189598066973436;2,1895990542377657
0,22999999999999998;;0,8289552923431437;0,8289552923591442;;2,1764431515627214;2,1764441775017054
0,24;;0,8325706593809523;0,8325706593977216;;2,1633672697436386;2,1633683338569347
0,25;0,763;0,8362017943123241;0,8362017943298682;2,666666667;2,150369946689219;2,1503710484811007
0,26;;0,839848765906616;0,8398487659249413;;2,137450710425213;2,137451849404533
0,27;;0,8435116432331127;0,8435116432522258;;2,1246090918129528;2,124610267493104
0,27999999999999997;;0,8471904956623346;0,8471904956822421;;2,1118446245323126;2,1118458364311947
0,29;;0,8508853928673512;0,8508853928880598;;2,0991568450647797;2,0991580927047595
0,3;;0,8545964048251011;0,8545964048466173;;2,08654529267662;2,0865465755844945
0,31;;0,8583236018177174;0,8583236018400474;;2,0740095094021456;2,0740108271091104
0,32;;0,8620670544338574;0,8620670544570084;;2,0615490400270904;2,0615503920686997
0,33;;0,8658268335700414;0,86582683359402;;2,0491634320720733;2,0491648179882063
0,33999999999999997;;0,8696030104319942;0,8696030104568071;;2,0368522357761707;2,036853655110996
0,35000000000000003;;0,8733956565359937;0,8733956565616479;;2,024615004080585;2,024616456382525
0,36;;0,8772048437102262;0,8772048437367286;;2,0124512926124076;2,0124527774341052
0,37;;0,8810306440961453;0,8810306441235026;;2,0003606596684844;2,0003621765667683
0,38;;0,8848731301498398;0,8848731301780588;;1,9883426661993755;1,9883442147352246
0,38999999999999996;;0,8887323746434042;0,8887323746724922;;1,9763968757934118;1,9763984555319234
0,4;;0,8926084506663187;0,8926084506962827;;1,9645228546608482;1,9645244651712024
0,41000000000000003;;0,8965014316268319;0,8965014316576789;;1,95272017161811;1,9527218124735382
0,42;;0,9004113912533522;0,9004113912850895;;1,940988398072137;1,9409900688498873
0,43;;0,9043384035958434;0,904338403628478;;1,9293271080048187;1,9293288082861235
0,44;;0,9082825430272274;0,9082825430607666;;1,917735877957523;1,9177376073275674
0,44999999999999996;;0,9122438842447926;0,9122438842792436;;1,906214287015723;1,9062160450636108
0,45999999999999996;;0,9162225022716091;0,9162225023069791;;1,8947619167937082;1,89476370311243
0,47000000000000003;;0,9202184724579483;0,9202184724942452;;1,8833783514193936;1,883380165605796
0,48;;0,9242318704827119;0,9242318705199426;;1,8720631775192178;1,8720650191739716
0,49;;0,9282627723548629;0,928262772393035;;1,8608159842031315;1,8608178529306993
0,5;;0,9323112544148671;0,9323112544539882;;1,8496363630496777;1,849638258458283
0,51;;0,9363773933361377;0,9363773933762152;;1,8385239080911595;1,838525829792757
0,52;;0,9404612661264877;0,9404612661675292;;1,8274782157988994;1,8274801634091433
0,53;;0,9445629501295886;0,9445629501716016;;1,816498885068585;1,8165008582067979
0,54;;0,9486825230264346;0,9486825230694271;;1,8055855172057038;1,8055875154948482
0,5499999999999999;;0,9528200628368146;0,9528200628807943;;1,7947377159110653;1,7947397389777118
0,5599999999999999;;0,9569756479207894;0,9569756479657641;;1,7839550872664103;1,7839571347407093
0,5700000000000001;;0,9611493569801753;0,9611493570261527;;1,7732372397201057;1,7732393112357574
0,58;;0,9653412690600356;0,9653412691070236;;1,7625837840729284;1,762585879267153
0,59;;0,9695514635501763;0,969551463598183;;1,7519943334639285;1,7519964519774376
0,6;;0,9737800201866512;0,9737800202356846;;1,7414685033563844;1,7414706448333521
0,61;;0,9780270190532706;0,9780270191033386;;1,7310059115238372;1,731008075611872
0,62;;0,9822925405831192;0,9822925406342298;;1,720606178036212;1,720608364386327
0,63;;0,9865766655600783;0,9865766656122397;;1,7102689252460201;1,7102711335126062
0,64;;0,9908794751203565;0,990879475173577;;1,699993777774647;1,699996007615444
0,65;;0,9952010507540258;0,9952010508083136;;1,6897803624987202;1,6897826135747887
0,66;;0,9995414743065656;0,9995414743619291;;1,679628308536559;1,679630580512255
0,67;;1,0039008279804125;1,0039008280368598;;1,6695372472347094;1,6695395397776545
0,6799999999999999;;1,008279194336516;1,0082791943940559;;1,6595068121545544;1,6595091249356095
0,69;;1,0126766562959042;1,0126766563545448;;1,6495366390590085;1,6495389717522473
0,7000000000000001;;1,017093297141253;1,017093297201003;;1,6396263658992911;1,639628718181973
0,7100000000000001;;1,0215292005184626;1,0215292005793304;;1,6297756328017796;1,6297780043543233
0,72;;1,0259844504382432;1,0259844505002376;;1,6199840820549403;1,619986472560898
0,73;;1,0304591312777056;1,030459131340835;;1,61025135809634;1,61025376724237
0,74;;1,0349533277819585;1,0349533278462317;;1,600577107499734;1,600579534975575
0,75;1,281;1,0394671250657141;1,0394671251311403;1,833333333;1,5909609789622303;1,590963424460678
0,76;;1,0440006086149003;1,044000608681488;;1,5814026232915366;1,5814050865084148
0,77;;1,048553864288279;1,048553864356037;;1,5719016933932752;1,571904174027413
0,7799999999999999;;1,0531269783190722;1,0531269783880095;;1,5624578442583836;1,5624603420115888
0,79;;1,0577200373165963;1,057720037386722;;1,553070732950582;1,5530732475276166
0,8;;1,0623331282679012;1,062333128339224;;1,5437400185939232;1,5437425497024795
0,8099999999999999;;1,0669663385394175;1,0669663386119468;;1,5344653623604128;1,5344679097110876
0,8200000000000001;;1,0716197558786122;1,0716197559523575;;1,5252464274577047;1,5252489907639761
0,83;;1,0762934684156504;1,0762934684906202;;1,5160828791168737;1,516085458095076
0,84;;1,080987564665063;1,0809875647412672;;1,5069743845802566;1,5069769789495564
0,8500000000000001;;1,0857021335274253;1,0857021336048729;;1,4979206130893685;1,4979232225717416
0,86;;1,090437264291038;1,0904372643697386;;1,4889212358728945;1,4889238601931012
0,8699999999999999;;1,095193046633621;1,0951930467135838;;1,4799759261347478;1,4799785650203112
0,88;;1,0999695706240096;1,0999695707052444;;1,471084359042205;1,4710870122233852
0,89;;1,1047669267238613;1,1047669268063776;;1,4622462117141086;1,4622488789238828
0,8999999999999999;;1,1095852057893687;1,109585205873176;;1,4534611632091448;1,4534638441831813
0,91;;1,1144244990729812;1,1144244991580894;;1,4447288945141854;1,444731588990823
0,9199999999999999;;1,1192848982251313;1,11928489831155;;1,436049088532707;1,4360517962529316
0,9299999999999999;;1,1241664952959722;1,1241664953837112;;1,4274214300732742;1,4274241507806962
0,9400000000000001;;1,12906938273712;1,129069382826189;;1,4188456058380932;1,4188483392789264
0,95;;1,1339936534034047;1,133993653493814;;1,4103213044116387;1,410324050334677
0,96;;1,1389394005546296;1,138939400646389;;1,4018482162493404;1,4018509744059369
0,97;;1,143906717857337;1,1439067179504567;;1,393426033666346;1,3934288038103912
0,98;;1,1488956993865815;1,1488956994810713;;1,3850544508263476;1,3850572327142467
0,9900000000000001;;1,153906439627713;1,1539064397235832;;1,3767331637304745;1,376735957121128
1,0;;1,1589390334781644;1,1589390335754253;;1,3684618702062554;1,368464674861036
1,01;;1,1639935762492506;1,163993576347913;;1,3602402698966447;1,3602430855793781
1,02;;1,1690701636679732;1,169070163768047;;1,3520680642491163;1,3520708907260583
1,03;;1,1741688918788324;1,174168891980328;;1,343944956504821;1,3439477935446396
1,04;;1,1792898574456485;1,1792898575485762;;1,3358706516878116;1,3358734990615637
1,05;;1,184433157353391;1,1844331574577618;;1,3278448565943313;1,3278477140754432
1,06;;1,1895988890100153;1,1895988891158396;;1,3198672797821651;1,3198701471464136
1,0699999999999998;;1,194787150248307;1,1947871503555954;;1,3119376315600584;1,3119405085855487
1,08;;1,1999980393277356;1,1999980394364989;;1,3040556239771957;1,3040585104443434
1,09;;1,2052316549363136;1,205231655046563;;1,2962209708127457;1,2962238665042554
1,0999999999999999;;1,2104880961924684;1,2104880963042146;;1,2884333875654672;1,288436292266314
1,11;;1,2157674626469173;1,2157674627601711;;1,2806925914433767;1,2806955049407867
1,1199999999999999;;1,221069854284553;1,2210698543993252;;1,272998301353482;1,2730012234369124
1,13;;1,226395371526338;1,22639537164264;;1,265350237891572;1,2653531683526922
1,1400000000000001;;1,2317441152312063;1,2317441153490492;;1,257748123332072;1,2577510619647452
1,15;;1,2371161866979727;1,2371161868173681;;1,2501916816179595;1,2501946282182232
1,16;;1,2425116876672533;1,242511687788212;;1,2426806383507374;1,242683592716785
1,17;;1,2479307203233891;1,2479307204459227;;1,2352147207804713;1,2352176827126335
1,18;;1,2533733872963853;1,2533733874205049;;1,227793657795886;1,227796627096612
1,1900000000000002;;1,2588397916638507;1,2588397917895682;;1,2204171799145171;1,2204201563883574
