;x D3;x EP D3 NGD;x EP D3 AGD;y D3;y EP D3 NGD;y EP D3 AGD
0,0;0,75;0,75;0,75;5,0;5,0;5,0
0,01;;0,7532287906332946;0,7532287906437624;;4,95786729306421;4,957867293440906
0,02;;0,756471481385194;0,7564714814062197;;4,916089619127167;4,91608961987421
0,03;;0,759728132096462;0,7597281321281362;;4,874663986488613;4,874663987599736
0,04;;0,7629988028654799;0,762998802907894;;4,833587428657978;4,833587430126991
0,05;;0,766283554049356;0,7662835541026016;;4,792857004141944;4,792857005962738
0,06;;0,7695824462650391;0,7695824463292089;;4,752469796233812;4,7524697984003526
0,06999999999999999;;0,772895540390437;0,7728955404656241;;4,712422912804629;4,71242291531096
0,08;;0,7762228975655407;0,7762228976518388;;4,672713486096089;4,67271348893633
0,09;;0,7795645791935519;0,7795645792910552;;4,633338672515169;4,633338675683515
0,1;;0,7829206469420165;0,7829206470508199;;4,5942956524305;4,594295655921219
0,11;;0,7862911627439622;0,7862911628641612;;4,555581629970453;4,555581633777889
0,12;;0,7896761887990422;0,7896761889307329;;4,5171938328229295;4,517193836941496
0,13;;0,7930757875746823;0,7930757877179615;;4,479129512036833;4,479129516461015
0,13999999999999999;;0,7964900218072342;0,7964900219621991;;4,441385941825214;4,441385946549569
0,15;;0,7999189545031326;0,7999189546698812;;4,403960419370081;4,403960424389237
0,16;;0,8033626489400585;0,8033626491186894;;4,3668502646288525;4,3668502699375065
0,16999999999999998;;0,806821168668107;0,8068211688587194;;4,330052820142435;4,3300528257353506
0,18;;0,8102945775109596;0,8102945777136532;;4,293565450844924;4,293565456716934
0,19;;0,8137829395670619;0,8137829397819376;;4,257385543874908;4,25738555002091
0,2;;0,8172863192108074;0,8172863194379658;;4,2215105083883575;4,221510514803318
0,21;;0,8208047810937242;0,8208047813332675;;4,1859377753731;4,185937782052049
0,22;;0,8243383901456693;0,8243383903976997;;4,1506647974648505;4,150664804402885
0,22999999999999998;;0,827887211576026;0,8278872118406466;;4,115689048764793;4,115689055957071
0,24;;0,8314513108749073;0,8314513111522222;;4,081008024658702;4,081008032100447
0,25;0,75;0,8350307538143653;0,8350307541044784;5,833333333;4,046619241637592;4,046619249324089
0,26;;0,8386256064496036;0,8386256067526201;;4,012520237119863;4,012520245046457
0,27;;0,8422359351201976;0,8422359354362232;;3,978708569274963;3,978708577437064
0,27999999999999997;;0,8458618064513177;0,8458618067804589;;3,945181816848527;3,945181825241603
0,29;;0,84950328735496;0,8495032876973238;;3,911937578988989;3,911937587608567
0,3;;0,8531604450311794;0,8531604453868737;;3,8789734750756595;3,878973483917326
0,31;;0,8568333469693317;0,8568333473384646;;3,846287144548246;3,846287153607647
0,32;;0,8605220609493169;0,8605220613319979;;3,8138762467378164;3,8138762560106536
0,33;;0,8642266550428324;0,864226655439171;;3,781738460699181;3,781738470181215
0,33999999999999997;;0,8679471976146267;0,8679471980247337;;3,7498714850446917;3,7498714947317384
0,35000000000000003;;0,8716837573237632;0,8716837577477496;;3,7182730377794386;3,718273047667369
0,36;;0,8754364031248858;0,8754364035628635;;3,6869408561378365;3,686940866222577
0,37;;0,8792052042694922;0,8792052047215738;;3,6558726964215866;3,6558727066991197
0,38;;0,882990230307211;0,88299023077351;;3,625066333839009;3,625066344305368
0,38999999999999996;;0,8867915510870865;0,8867915515677167;;3,5945195623457216;3,594519572996995
0,4;;0,8906092367588663;0,8906092372539425;;3,5642301944866657;3,564230205318994
0,41000000000000003;;0,8944433577742965;0,8944433582839342;;3,534196061239465;3,5341960722490406
0,42;;0,8982939848884219;0,8982939854127374;;3,5044150118591;3,5044150230421667
0,43;;0,9021611891608923;0,9021611897000024;;3,4748849137238915;3,4748849250767426
0,44;;0,9060450419572716;0,906045042511294;;3,4456036521827853;3,4456036637017675
0,44999999999999996;;0,9099456149503578;0,909945615519411;;3,416569130403924;3,4165691420854296
0,45999999999999996;;0,9138629801215035;0,9138629807057064;;3,387779269224489;3,3877792810649607
0,47000000000000003;;0,9177972097619447;0,9177972103614176;;3,359232007001812;3,3592320189977434
0,48;;0,9217483764741359;0,9217483770889989;;3,3309252994657457;3,330925311613674
0,49;;0,925716553173088;0,925716553803463;;3,3028571195722654;3,3028571318687785
0,5;;0,9297018130877159;0,929701813733725;;3,2750254573583204;3,2750254698000503
0,51;;0,9337042297621887;0,9337042304239547;;3,2474283197978937;3,247428332381521
0,52;;0,9377238770572871;0,9377238777349336;;3,220063730659288;3,2200637433815373
0,53;;0,9417608291517661;0,9417608298454176;;3,1929297303636006;3,1929297432212422
0,54;;0,9458151605437246;0,9458151612535066;;3,1660243758444038;3,166024388834253
0,5499999999999999;;0,9498869460519801;0,9498869467780183;;3,1393457404086007;3,1393457535275155
0,5599999999999999;;0,9539762608174487;0,9539762615598701;;3,1128919135984487;3,1128919268433326
0,5700000000000001;;0,9580831803045324;0,9580831810634646;;3,086661001054761;3,0866610144225595
0,58;;0,9622077803025115;0,9622077810780828;;3,0606511243812466;3,0606511378689474
0,59;;0,9663501369269434;0,9663501377192831;;3,0348604210099968;3,034860434614629
0,6;;0,970510326621067;0,970510327430305;;3,0092870440681074;3,0092870577867443
0,61;;0,9746884261572134;0,9746884269834805;;2,983929162245429;2,9839291760751823
0,62;;0,9788845126382227;0,9788845134816507;;2,9587849596634204;2,958784973601443
0,63;;0,9830986634988672;0,9830986643595885;;2,9338526357451156;2,9338526497886015
0,64;;0,9873309565072801;0,9873309573854279;;2,9091304050861866;2,9091304192323686
0,65;;0,9915814697663901;0,9915814706620983;;2,884616497327088;2,8846165115732383
0,66;;0,9958502817153636;0,9958502826287674;;2,8603091570262817;2,8603091713697113
0,67;;1,000137471131052;1,000137472062287;;2,836206643534533;2,83620665797259
0,6799999999999999;;1,0044431171294452;1,0044431180786482;;2,8123072308702564;2,812307245400328
0,69;;1,0087672991671317;1,00876730013444;;2,7886092075959246;2,7886092222154346
0,7000000000000001;;1,0131100970427647;1,0131100980283165;;2,765110876695507;2,7651108914019176
0,7100000000000001;;1,017471590898535;1,0174715919024697;;2,741810555452951;2,7418105702437585
0,72;;1,0218518612216503;1,021851862244108;;2,71870657533168;2,718706590204418
0,73;;1,0262509888458198;1,0262509898869412;;2,695797281855109;2,6957972968073465
0,74;;1,030669054952746;1,0306690560126728;;2,673081034488169;2,6730810495175095
0,75;1,516;1,0351061410736233;1,035106142152498;2,333333333;2,650556206519827;2,65055622162391
0,76;;1,0395623290906424;1,0395623301886088;;2,6282211849465984;2,6282212001230976
0,77;;1,0440377012385007;1,0440377023557028;;2,6060743703570406;2,6060743856036614
0,7799999999999999;;1,048532340105921;1,0485323412425045;;2,5841141768172156;2,5841141921317003
0,79;;1,053046328637175;1,0530463297932857;;2,562339031757123;2,562339047137244
0,8;;1,0575797501336137;1,0575797513093987;;2,5407473758580905;2,540747391301656
0,8099999999999999;;1,062132688255205;1,0621326894508125;;2,5193376629411097;2,5193376784459565
0,8200000000000001;;1,0667052270220774;1,0667052282376563;;2,49810835985611;2,4981083754201094
0,83;;1,071297450816071;1,071297452051771;;2,477057946372177;2,4770579619932316
0,84;;1,075909444382294;1,075909445638266;;2,4561849150686834;2,4561849307447257
0,8500000000000001;;1,0805412928306872;1,0805412941070824;;2,435487771227343;2,435487786956338
0,86;;1,0851930816375934;1,0851930829345646;;2,4149650327251786;2,4149650485051204
0,8699999999999999;;1,0898648966473368;1,0898648979650374;;2,3946152299283807;2,394615245757293
0,88;;1,0945568240738055;1,09455682541239;;2,37443690558707;2,374436921463008
0,89;;1,0992689505020432;1,0992689518616672;;2,354428614730945;2,354428630651992
0,8999999999999999;;1,1040013628898464;1,1040013642706663;;2,3345889245658054;2,334588940530074
0,91;;1,1087541485693708;1,1087541499715434;;2,3149164143709506;2,3149164303765812
0,9199999999999999;;1,1135273952487403;1,1135273966724244;;2,2954096753974427;2,295409691442605
0,9299999999999999;;1,1183211910136683;1,1183211924590228;;2,276067310767223;2,2760673268501144
0,9400000000000001;;1,1231356243290818;1,1231356257962668;;2,256887935373085;2,2568879514919304
0,95;;1,1279707840407525;1,1279707855299295;;2,237870175779486;2,237870191932538
0,96;;1,13282675937694;1,1328267608882712;;2,2190126701241937;2,21901268630973
0,97;;1,1377036399500358;1,1377036414836839;;2,200314068020764;2,2003140842370907
0,98;;1,1426015157582168;1,1426015173143464;;2,181773030461841;2,18177304670729
0,9900000000000001;;1,147520477187108;1,147520478765884;;2,1633882297232683;2,163388245996198
1,0;;1,1524606150114487;1,1524606166130371;;2,145158349269015;2,145158365567808
1,01;;1,1574220203967684;1,1574220220213367;;2,1270820836568918;2,1270820999799565
1,02;;1,1624047849010697;1,162404786548786;;2,1091581384450744;2,1091581547908453
1,03;;1,167409000476517;1,1674090021475503;;2,0913852300994056;2,0913852464663405
1,04;;1,1724347594711333;1,1724347611656543;;2,0737620859014823;2,0737621022880632
1,05;;1,1774821546305059;1,1774821563486855;;2,0562874438575136;2,0562874602622485
1,06;;1,182551279099496;1,1825512808415062;;2,038960052607955;2,0389600690293737
1,0699999999999998;;1,1876422264239586;1,187642228189973;;2,0217786713378922;2,0217786877745487
1,08;;1,1927550905524689;1,192755092342662;;2,0047420696881897;2,0047420861386613
1,09;;1,197889965838056;1,1978899676526034;;1,9878490276673855;1,9878490441302719
1,0999999999999999;;1,2030469470399432;1,203046948879021;;1,9710983355643248;1,9710983520382486
1,11;;1,2082261293252983;1,2082261311890843;;1,954488793861533;1,9544888103451399
1,1199999999999999;;1,213427608270988;1,2134276101596608;;1,9380192131493224;1,938019229641279
1,13;;1,2186514798653432;1,2186514817790826;;1,921688414040612;1,9216884305396076
1,1400000000000001;;1,2238978405099297;1,2238978424489164;;1,9054952270864765;1,9054952435912207
1,15;;1,2291667870213268;1,229166788985743;;1,8894384926924004;1,8894385092016253
1,16;;1,2344584166329151;1,2344584186229437;;1,8735170610352383;1,8735170775476964
1,17;;1,23977282699667;1,2397728290124947;;1,857729791980878;1,8577298084953426
1,18;;1,2451101161849631;1,2451101182267699;;1,8420755550025947;1,8420755715178592
1,1900000000000002;;1,2504703826923744;1,250470384760349;;1,8265532291000928;1,8265532456149711
1,2;;1,2558537254375068;1,255853727531837;;1,811161702719234;1,81116171923256
1,21;;1,2612602437648144;1,2612602458856887;;1,7958998736724343;1,7958998901830618
1,22;;1,266690037446434;1,2666900395940421;;1,7807666490597418;1,7807666655665433
1,23;;1,2721432066840268;1,2721432088585598;;1,765760945190569;1,765760961692437
1,24;;1,2776198521106277;1,2776198543122774;;1,7508816875060935;1,7508817040019387
1,25;2,031;1,2831200747925025;1,2831200770214621;2,166666667;1,736127810502306;1,7361278269910583
1,26;;1,2886439762310122;1,288643978487476;;1,7214982576537121;1,7214982741343199
1,27;;1,2941916583644872;1,2941916606486505;;1,7069919813376728;1,706991997809102
1,28;;1,2997632235701075;1,2997632258821672;;1,6926079427593836;1,6926079592206196
1,29;;1,3053587746657929;1,3053587770059467;;1,6783451118774892;1,6783451283275332
1,3;;1,310978414912099;1,3109784172805465;;1,664202467330319;1,6642024837681915
1,31;;1,3166222480141252;1,3166222504110663;;1,6501789963627496;1,6501790127874871
1,32;;1,3222903781234254;1,3222903805490613;;1,63627369475368;1,6362737111643368
1,3299999999999998;;1,3279829098399327;1,3279829122944664;;1,6224855667441203;1,6224855831397678
