;x D3;x EP AD NGD;x EP D3 AGD;y D3;y EP AD NGD;y EP D3 AGD
0,0;0,75;0,75;0,75;5,0;5,0;5,0
0,01;;0,753271015099852;0,7532710151004841;;4,969960433357301;4,969960535216252
0,02;;0,7565562962527485;0,7565562962540182;;4,940101341827418;4,940101544321404
0,03;;0,7598559056779896;0,7598559056799026;;4,910421641131515;4,910421943047648
0,04;;0,7631699058662352;0,7631699058687972;;4,880920253505011;4,880920653641344
0,05;;0,76649835958069;0,7664983595839062;;4,851596107658438;4,851596604823879
0,06;;0,7698413298582902;0,7698413298621667;;4,822448138738546;4,822448731752768
0,06999999999999999;;0,773198880010899;0,7731988800154412;;4,793475288289627;4,793475975982985
0,08;;0,7765710736265046;0,7765710736317182;;4,7646765042150845;4,7646772854285295
0,09;;0,7799579745704253;0,7799579745763163;;4,7360507407392305;4,736051614324219
0,1;;0,7833596469865183;0,7833596469930924;;4,707596958369303;4,707597923187718
0,11;;0,7867761552983951;0,786776155305658;;4,679314123857722;4,67931517878179
0,12;;0,790207564210641;0,7902075642185988;;4,651201210164572;4,651202354076776
0,13;;0,7936539387100413;0,7936539387187;;4,623257196420305;4,623258428213301
0,13999999999999999;;0,7971153440668113;0,7971153440761767;;4,595481067888663;4,595482386465206
0,15;;0,8005918458358329;0,8005918458459109;;4,567871815929843;4,567873220202696
0,16;;0,8040835098578959;0,8040835098686929;;4,540428437963856;4,540429926855715
0,16999999999999998;;0,8075904022609455;0,8075904022724673;;4,513149937434132;4,513151509877544
0,18;;0,8111125894613336;0,8111125894735862;;4,486035323771323;4,486036978708608
0,19;;0,8146501381650775;0,8146501381780673;;4,459083612357337;4,459085348740507
0,2;;0,8182031153691234;0,8182031153828565;;4,432293824489582;4,432295641280264
0,21;;0,8217715883626143;0,8217715883770971;;4,405664987345426;4,405666883514784
0,22;;0,8253556247281656;0,8253556247434041;;4,379196133946872;4,379198108475531
0,22999999999999998;;0,8289552923431437;0,8289552923591442;;4,352886303125443;4,352888355003411
0,24;;0,8325706593809523;0,8325706593977216;;4,326734539487277;4,3267366677138694
0,25;0,75;0,8362017943123241;0,8362017943298682;5,833333333;4,300739893378438;4,300742096962201
0,26;;0,839848765906616;0,8398487659249413;;4,274901420850426;4,274903698809066
0,27;;0,8435116432331127;0,8435116432522258;;4,2492181836259055;4,249220534986208
0,27999999999999997;;0,8471904956623346;0,8471904956822421;;4,223689249064625;4,2236916728623894
0,29;;0,8508853928673512;0,8508853928880598;;4,1983136901295595;4,198316185409519
0,3;;0,8545964048251011;0,8545964048466173;;4,17309058535324;4,173093151168989
0,31;;0,8583236018177174;0,8583236018400474;;4,148019018804291;4,148021654218221
0,32;;0,8620670544338574;0,8620670544570084;;4,123098080054181;4,123100784137399
0,33;;0,8658268335700414;0,86582683359402;;4,098326864144147;4,0983296359764125
0,33999999999999997;;0,8696030104319942;0,8696030104568071;;4,073704471552341;4,073707310221992
0,35000000000000003;;0,8733956565359937;0,8733956565616479;;4,04923000816117;4,04923291276505
0,36;;0,8772048437102262;0,8772048437367286;;4,024902585224815;4,0249055548682104
0,37;;0,8810306440961453;0,8810306441235026;;4,000721319336969;4,000724353133537
0,38;;0,8848731301498398;0,8848731301780588;;3,976685332398751;3,976688429470449
