;0_1_a;0_1_b;0_2_a;0_2_b;1_1_a;1_1_b;1_2_a;1_2_b;2_1_a;2_1_b;2_2_a;2_2_b;3_1_a;3_1_b;3_2_a;3_2_b
10;0,5164965689460352;-0,579277908287489;0,6519291759679628;-0,45224692541069383;0,18496073195961665;-0,3573699815339051;0,2762782665138698;-0,24383169338811525;0,30704683048854514;-0,8866298155659749;0,42958139423030123;-0,8462245402758286;0,2865446350989184;-0,8670989970281919;0,3831685106134757;-0,8334186116855172
11;0,5517735329181326;-0,5550918162201537;0,6519291759679628;-0,45224692541017597;0,20868934320428328;-0,33073008219697186;0,27627826651365645;-0,24383169338834287;0,3388537267824407;-0,8810676279510368;0,4295813942298743;-0,8462245402758286;0,3116957237201409;-0,8616599619749579;0,3831685106134757;-0,8334186116855172
12;0,5778681962269614;-0,534972696719648;0,6519291759679628;-0,45224692541069383;0,226258879229225;-0,31011720052453917;0,27627826651365645;-0,24383169338834287;0,3624176603415083;-0,8762238619610665;0,42958139423072816;-0,846224540275076;0,3303047503243625;-0,8570635611598867;0,3831685106134757;-0,8334186116855172
13;0,5971672889758537;-0,5184487891569658;0,6519291759679628;-0,45224692541017597;0,2392646443862842;-0,2942741515142835;0,27627826651365645;-0,24383169338834287;0,379868050535582;-0,8720180062039553;0,42958139423030123;-0,846224540275076;0,3440709995186095;-0,8531900436948838;0,3831685106134757;-0,8334186116855172
14;0,6114389373252935;-0,5050122929058367;0,6519291759679628;-0,45224692541069383;0,24889045453280273;-0,2821529307220896;0,27627826651365645;-0,24383169338834287;0,39278779430551664;-0,8683753345340985;0,42958139423030123;-0,8462245402758286;0,3542535905426422;-0,8499333721390103;0,3831685106134757;-0,8334186116855172
15;0,621992026418495;-0,4941705026101353;0,6519291759679628;-0,45224692541017597;0,2560138681750321;-0,2729088795627157;0,27627826651365645;-0,24383169338834287;0,4023515899425076;-0,8652274123833728;0,4295813942298743;-0,8462245402758286;0,3617848485021344;-0,8472007144185714;0,3831685106134757;-0,8334186116855172
16;0,6297950586123267;-0,4854744885652842;0,6519291759679628;-0,45224692541069383;0,2612850003449471;-0,2658750751632901;0,27627826651365645;-0,24383169338834287;0,4094303485135961;-0,8625122614285265;0,42958139423072816;-0,846224540275076;0,367354827123135;-0,8449115486244265;0,3831685106134757;-0,8334186116855172
17;0,6355644777493183;-0,4785316966246502;0,6519291759679628;-0,45224692541017597;0,26518527166552536;-0,2605318058865316;0,27627826651365645;-0,24383169338834287;0,4146693589418557;-0,8601742712410756;0,42958139423030123;-0,846224540275076;0,3714741245421935;-0,842996557278707;0,3831685106134757;-0,8334186116855172
18;0,6398301756446743;-0,47300841364311585;0,6519291759679628;-0,45224692541069383;0,26807108326520973;-0,25647759595287445;0,27627826651365645;-0,24383169338834287;0,4185465467820845;-0,8581639339875204;0,42958139423030123;-0,8462245402758286;0,3745204834444413;-0,8413964373285001;0,3831685106134757;-0,8334186116855172
19;0,6429840213826319;-0,468626547736938;0,6519291759679628;-0,45224692541017597;0,27020623289791906;-0,2534041515540588;0,27627826651365645;-0,24383169338834287;0,4214157861927034;-0,8564374642190389;0,4295813942298743;-0,8462245402758286;0,3767733244870461;-0,8400607112921668;0,3831685106134757;-0,8334186116855172
20;0,6453157890483627;-0,46515767499144456;0,6519291759679628;-0,45224692541069383;0,2717859501135131;-0,25107571976989895;0,27627826651365645;-0,24383169338834287;0,4235390501190492;-0,8549563521809125;0,42958139423072816;-0,846224540275076;0,37843932031533883;-0,8389465937250753;0,3831685106134757;-0,8334186116855172
21;0,6470397447072571;-0,4624161485791136;0,6519291759679628;-0,45224692541017597;0,27295470541655126;-0,2493125552162625;0,27627826651365645;-0,24383169338834287;0,42511025166813793;-0,8536868869803973;0,42958139423030123;-0,846224540275076;0,3796713262657078;-0,8380179443048243;0,3831685106134757;-0,8334186116855172
22;0,6483143155475166;-0,46025227694029747;0,6519291759679628;-0,45224692541069383;0,27381940024973156;-0,2479779085000624;0,27627826651365645;-0,24383169338834287;0,42627291248720306;-0,8525996757741119;0,42958139423030123;-0,8462245402758286;0,38058238931737515;-0,837244322818175;0,3831685106134757;-0,8334186116855172
23;0,6492566383948248;-0,4585460779044639;0,6519291759679628;-0,45224692541017597;0,27445913284784934;-0,24696790443873207;0,27627826651365645;-0,24383169338834287;0,42713325068732905;-0,8516691769457898;0,4295813942298743;-0,8462245402758286;0,38125611276884713;-0,836600150574184;0,3831685106134757;-0,8334186116855172
24;0,6499533192709248;-0,457201817383345;0,6519291759679628;-0,45224692541069383;0,2749324272967599;-0,24620373026296072;0,27627826651365645;-0,24383169338834287;0,4277698728069054;-0,8508732588996528;0,42958139423072816;-0,846224540275076;0,3817543235628004;-0,8360639759026336;0,3831685106134757;-0,8334186116855172
25;0,6504683900351313;-0,4561433736147138;0,6519291759679628;-0,45224692541017597;0,27528258393228006;-0,2456256398530301;0,27627826651365645;-0,24383169338834287;0,4282409494300596;-0,8501927913107101;0,42958139423030123;-0,846224540275076;0,38212274365068216;-0,8356178373257741;0,3831685106134757;-0,8334186116855172
26;0,650849191891901;-0,45531038083818;0,6519291759679628;-0,45224692541069383;0,2755416388554041;-0,24518836992437532;0,27627826651365645;-0,24383169338834287;0,4285895269697812;-0,8496112722021767;0,42958139423030123;-0,8462245402758286;0,38239518468119543;-0,8352467158195811;0,3831685106134757;-0,8334186116855172
27;0,6511307257207064;-0,45465506681785417;0,6519291759679628;-0,45224692541017597;0,2757332939030696;-0,244857645623763;0,27627826651365645;-0,24383169338834287;0,4288474593019406;-0,8491144917718287;0,4295813942298743;-0,8462245402758286;0,3825966503360209;-0,8349380667026498;0,3831685106134757;-0,8334186116855172
28;0,6513388686449915;-0,45413968608970423;0,6519291759679628;-0,45224692541069383;0,2758750846457722;-0,24460752216298642;0,27627826651365645;-0,24383169338834287;0,4290383176185361;-0,8486902322346603;0,42958139423072816;-0,846224540275076;0,38274563069062933;-0,8346814216251266;0,3831685106134757;-0,8334186116855172
29;0,6514927522581213;-0,4537344526036038;0,6519291759679628;-0,45224692541017597;0,2759799845047936;-0,24441836556726626;0,27627826651365645;-0,24383169338834287;0,4291795439234089;-0,8483280018864994;0,42958139423030123;-0,846224540275076;0,3828557989796763;-0,8344680515648397;0,3831685106134757;-0,8334186116855172
30;0,6516065209711273;-0,453415884126839;0,6519291759679628;-0,45224692541069383;0,27605759161225624;-0,24427532062887192;0,27627826651365645;-0,24383169338834287;0,4292840446987753;-0,848018800969407;0,42958139423030123;-0,8462245402758286;0,3829372663914929;-0,8342906824390086;0,3831685106134757;-0,8334186116855172
31;0,651690632035463;-0,45316548215451524;0,6519291759679628;-0,45224692541017597;0,276115006929368;-0,2441671494969313;0,27627826651365645;-0,24383169338834287;0,4293613702449636;-0,8477549166031597;0,4295813942298743;-0,8462245402758286;0,38299751000636734;-0,8341432557786845;0,3831685106134757;-0,8334186116855172
32;0,6517528166967721;-0,45296868282568203;0,6519291759679628;-0,45224692541069383;0,2761574839258993;-0,24408535179698454;0,27627826651365645;-0,24383169338834287;0,42941858738587774;-0,8475297439428644;0,42958139423072816;-0,846224540275076;0,3830420590077441;-0,8340207277787162;0,3831685106134757;-0,8334186116855172
33;0,6517987908052922;-0,4528140253383097;0,6519291759679628;-0,45224692541017597;0,2761889092420819;-0,2440234983528402;0,27627826651365645;-0,24383169338834287;0,42946092526274876;-0,8473376307636107;0,42958139423030123;-0,846224540275076;0,38307500213374895;-0,8339189008811356;0,3831685106134757;-0,8334186116855172
34;0,6518327801886001;-0,4526924940689838;0,6519291759679628;-0,45224692541069383;0,27621215830137075;-0,24397672683668015;0,27627826651365645;-0,24383169338834287;0,42949225320110335;-0,8471737428078487;0,42958139423030123;-0,8462245402758286;0,38309936293434793;-0,8338342828408942;0,3831685106134757;-0,8334186116855172
35;0,6518579090723517;-0,45259699890881544;0,6519291759679628;-0,45224692541017597;0,276229358403047;-0,24394136009453415;0,27627826651365645;-0,24383169338834287;0,4295154343221261;-0,8470339474091473;0,4295813942298743;-0,8462245402758286;0,38311737726992673;-0,8337639689361955;0,3831685106134757;-0,8334186116855172
36;0,6518764872483493;-0,45252196526618294;0,6519291759679628;-0,45224692541069383;0,2762420833673515;-0,24391461736872255;0,27627826651365645;-0,24383169338834287;0,42953258719813453;-0,8469147131253676;0,42958139423072816;-0,846224540275076;0,38313069851714315;-0,8337055436269383;0,3831685106134757;-0,8334186116855172
37;0,651890222382657;-0,45246301089041285;0,6519291759679628;-0,45224692541017597;0,27625149753840533;-0,24389439583777284;0,27627826651365645;-0,24383169338834287;0,4295452794707008;-0,8468130233302276;0,42958139423030123;-0,846224540275076;0,38314054931698566;-0,8336569985162292;0,3831685106134757;-0,8334186116855172
38;0,6519003769806528;-0,4524166913170138;0,6519291759679628;-0,45224692541069383;0,2762584623207118;-0,24387910537315616;0,27627826651365645;-0,24383169338834287;0,42955467111816054;-0,8467263019331641;0,42958139423030123;-0,8462245402758286;0,3831478337887892;-0,8336166639643086;0,3831685106134757;-0,8334186116855172
39;0,6519078844320911;-0,4523802994769168;0,6519291759679628;-0,45224692541017597;0,2762636149984962;-0,24386754355765117;0,27627826651365645;-0,24383169338834287;0,42956162046747876;-0,846652349605125;0,4295813942298743;-0,8462245402758286;0,38315322051163475;-0,833583152114902;0,3831685106134757;-0,8334186116855172
40;0,6519134348069731;-0,45235170801388636;0,6519291759679628;-0,45224692541069383;0,27626742704678436;-0,2438588011628431;0,27627826651365645;-0,24383169338834287;0,42956676263783494;-0,8465892890837647;0,42958139423072816;-0,846224540275076;0,383157203886709;-0,833555309451949;0,3831685106134757;-0,8334186116855172
41;0,6519175382848084;-0,45232924525140294;0,6519291759679628;-0,45224692541017597;0,27627024727228194;-0,24385219066669261;0,27627826651365645;-0,24383169338834287;0,42957056758619133;-0,8465355183068226;0,42958139423030123;-0,846224540275076;0,3831601495133405;-0,8335321773109685;0,3831685106134757;-0,8334186116855172
42;0,6519205720493813;-0,4523115976549632;0,6519291759679628;-0,45224692541069383;0,27627233372806786;-0,24384719219622175;0,27627826651365645;-0,24383169338834287;0,42957338305693676;-0,8464896702837779;0,42958139423030123;-0,8462245402758286;0,38316232774582376;-0,8335129590171233;0,3831685106134757;-0,8334186116855172
43;0,6519228149584064;-0,4522977331449787;0,6519291759679628;-0,45224692541017597;0,2762738773273718;-0,24384341264865794;0,27627826651365645;-0,24383169338834287;0,4295754663642412;-0,8464505787606482;0,4295813942298743;-0,8462245402758286;0,3831639385053495;-0,8334969925518623;0,3831685106134757;-0,8334186116855172
44;0,6519244731756366;-0,4522868408151628;0,6519291759679628;-0,45224692541069383;0,2762750193111571;-0,24384055478082667;0,27627826651365645;-0,24383169338834287;0,42957700790713454;-0,8464172488570334;0,42958139423072816;-0,846224540275076;0,383165129630437;-0,8334837278175513;0,3831685106134757;-0,8334186116855172
45;0,6519256991210929;-0,45227828355148736;0,6519291759679628;-0,45224692541017597;0,2762758641722826;-0,24383839383323913;0,27627826651365645;-0,24383169338834287;0,42957814857125326;-0,8463888319655268;0,42958139423030123;-0,846224540275076;0,38316601044374815;-0,8334727077352602;0,3831685106134757;-0,8334186116855172
46;0,6519266054814685;-0,45227156079519126;0,6519291759679628;-0,45224692541069383;0,2762764892165767;-0,2438367598553417;0,27627826651365645;-0,24383169338834287;0,4295789926057622;-0,8463646043074249;0,42958139423030123;-0,8462245402758286;0,3831666617877269;-0,83346355252678;0,3831685106134757;-0,8334186116855172
47;0,6519272755676218;-0,4522662792800216;0,6519291759679628;-0,45224692541017597;0,2762769516360128;-0,24383552434059563;0,27627826651365645;-0,24383169338834287;0,4295796171488461;-0,8463439486133808;0,4295813942298743;-0,8462245402758286;0,38316714344366426;-0,8334559466508509;0,3831685106134757;-0,8334186116855172
48;0,6519277709727276;-0,4522621300390708;0,6519291759679628;-0,45224692541069383;0,2762772937425781;-0,2438345901197283;0,27627826651365645;-0,24383169338834287;0,4295800792791801;-0,8463263384820277;0,42958139423072816;-0,846224540275076;0,38316749961864266;-0,8334496279436268;0,3831685106134757;-0,8334186116855172
49;0,651928137233305;-0,45225887033656287;0,6519291759679628;-0,45224692541017597;0,2762775468395104;-0,24383388371884607;0,27627826651365645;-0,24383169338834287;0,4295804212324236;-0,8463113250264378;0,42958139423030123;-0,846224540275076;0,383167763002735;-0,8334443785931169;0,3831685106134757;-0,8334186116855172
50;0,651928408015424;-0,4522563094718204;0,6519291759679628;-0,45224692541069383;0,27627773408528483;-0,24383334958172265;0,27627826651365645;-0,24383169338834287;0,4295806742609107;-0,8462985254765734;0,42958139423030123;-0,8462245402758286;0,38316795777004836;-0,8334400176389636;0,3831685106134757;-0,8334186116855172
51;0,6519286082087303;-0,4522542976255197;0,6519291759679628;-0,45224692541017597;0,2762778726131962;-0,2438329457000168;0,27627826651365645;-0,24383169338834287;0,42958086148892155;-0,8462876134533994;0,4295813942298743;-0,8462245402758286;0,3831681017966168;-0,8334363947390946;0,3831685106134757;-0,8334186116855172
52;0,6519287562148377;-0,45225271709597914;0,6519291759679628;-0,45224692541069383;0,2762779750987718;-0,2438326403094151;0,27627826651365645;-0,24383169338834287;0,4295810000286568;-0,8462783106693008;0,42958139423072816;-0,846224540275076;0,3831682083015328;-0,8334333849904221;0,3831685106134757;-0,8334186116855172
53;0,6519288656379749;-0,45225147541488786;0,6519291759679628;-0,45224692541017597;0,27627805091939933;-0,24383240939185225;0,27627826651365645;-0,24383169338834287;0,42958110254098875;-0,846270379849078;0,42958139423030123;-0,846224540275076;0,383168287059977;-0,83343088462584;0,3831685106134757;-0,8334186116855172
54;0,651928946536263;-0,45225049993724475;0,6519291759679628;-0,45224692541069383;0,2762781070132511;-0,24383223478607796;0,27627826651365645;-0,24383169338834287;0,42958117839464544;-0,8462636186906671;0,42958139423030123;-0,8462245402758286;0,38316834530005645;-0,8334288074381959;0,3831685106134757;-0,8334186116855172
55;0,6519290063456427;-0,4522497335922018;0,6519291759679628;-0,45224692541017597;0,2762781485124441;-0,24383210275991019;0,27627826651365645;-0,24383169338834287;0,4295812345227476;-0,8462578547123725;0,4295813942298743;-0,8462245402758286;0,38316838836760597;-0,8334270818083347;0,3831685106134757;-0,8334186116855172
56;0,6519290505636053;-0,4522491315440682;0,6519291759679628;-0,45224692541069383;0,27627817921427406;-0,24383200292982155;0,27627826651365645;-0,24383169338834287;0,4295812760549697;-0,8462529408612687;0,42958139423072816;-0,846224540275076;0,3831684202151306;-0,8334256482379612;0,3831685106134757;-0,8334186116855172
57;0,6519290832545663;-0,45224865856924223;0,6519291759679628;-0,45224692541017597;0,27627820192793834;-0,24383192744459237;0,27627826651365645;-0,24383169338834287;0,42958130678660916;-0,8462487517650876;0,42958139423030123;-0,846224540275076;0,3831684437658475;-0,8334244572973928;0,3831685106134757;-0,8334186116855172
58;0,6519291074234554;-0,45224828699580355;0,6519291759679628;-0,45224692541069383;0,27627821873194097;-0,243831870367194;0,27627826651365645;-0,24383169338834287;0,4295813295264192;-0,8462451805375517;0,42958139423030123;-0,8462245402758286;0,38316846118102793;-0,8334234679224775;0,3831685106134757;-0,8334186116855172
59;0,6519291252918844;-0,45224799508425306;0,6519291759679628;-0,45224692541017597;0,27627823116405187;-0,24383182720877272;0,27627826651365645;-0,24383169338834287;0,4295813463527373;-0,8462421360528873;0,4295813942298743;-0,8462245402758286;0,38316847405928195;-0,8334226459989482;0,3831685106134757;-0,8334186116855172
60;0,6519291385022616;-0,45224776575580794;0,6519291759679628;-0,45224692541069383;0,27627824036147247;-0,24383179457498816;0,27627826651365645;-0,24383169338834287;0,4295813588033334;-0,8462395406233494;0,42958139423072816;-0,846224540275076;0,3831684835821089;-0,833421963186364;0,3831685106134757;-0,8334186116855172
61;0,6519291482689491;-0,45224758559342293;0,6519291759679628;-0,45224692541017597;0,27627824716580734;-0,24383176989939326;0,27627826651365645;-0,24383169338834287;0,4295813680161861;-0,8462373280180282;0,42958139423030123;-0,846224540275076;0,38316849062414254;-0,833421395940114;0,3831685106134757;-0,8334186116855172
62;0,6519291554896731;-0,4522474440560855;0,6519291759679628;-0,45224692541069383;0,27627825219966956;-0,24383175124126266;0,27627826651365645;-0,24383169338834287;0,42958137483317754;-0,8462354417729792;0,42958139423030123;-0,8462245402758286;0,3831684958318657;-0,8334209247006221;0,3831685106134757;-0,8334186116855172
63;0,651929160827903;-0,45224733286308627;0,6519291759679628;-0,45224692541017597;0,2762782559239682;-0,24383173713304807;0,27627826651365645;-0,24383169338834287;0,4295813798775869;-0,8462338337519295;0,4295813942298743;-0,8462245402758286;0,38316849968278527;-0,8334205332188862;0,3831685106134757;-0,8334186116855172
64;0,6519291647746903;-0,4522472455089068;0,6519291759679628;-0,45224692541069383;0,2762782586793752;-0,2438317264653036;0,27627826651365645;-0,24383169338834287;0,4295813836098236;-0,8462324629178166;0,42958139423072816;-0,846224540275076;0,3831685025305073;-0,8334202079958155;0,3831685106134757;-0,8334186116855172
65;0,6519291676924674;-0,4522471768827465;0,6519291759679628;-0,45224692541017597;0,27627826071791123;-0,24383171839897821;0,27627826651365645;-0,24383169338834287;0,4295813863716144;-0,8462312942860697;0,42958139423030123;-0,846224540275076;0,38316850463626734;-0,8334199378172693;0,3831685106134757;-0,8334186116855172
66;0,6519291698497973;-0,45224712296931724;0,6519291759679628;-0,45224692541069383;0,2762782622260382;-0,24383171229974598;0,27627826651365645;-0,24383169338834287;0,42958138841531296;-0,8462302980318794;0,42958139423030123;-0,8462245402758286;0,38316850619335513;-0,8334197133669221;0,3831685106134757;-0,8334186116855172
67;0,6519291714447437;-0,4522470806145864;0,6519291759679628;-0,45224692541017597;0,2762782633417013;-0,24383170768787954;0,27627826651365645;-0,24383169338834287;0,4295813899274367;-0,8462294487291402;0,4295813942298743;-0,8462245402758286;0,3831685073449895;-0,8334195269052982;0,3831685106134757;-0,8334186116855172
68;0,6519291726239671;-0,4522470473400366;0,6519291759679628;-0,45224692541069383;0,2762782641670411;-0,24383170420072453;0,27627826651365645;-0,24383169338834287;0,4295813910465415;-0,8462287247024127;0,42958139423072816;-0,846224540275076;0,38316850819653053;-0,8334193720025409;0,3831685106134757;-0,8334186116855172
69;0,6519291734957142;-0,4522470211993359;0,6519291759679628;-0,45224692541017597;0,2762782647778858;-0,24383170156383382;0,27627826651365645;-0,24383169338834287;0,4295813918747679;-0,8462281074734781;0,42958139423030123;-0,846224540275076;0,38316850882624903;-0,8334192433172563;0,3831685106134757;-0,8334186116855172
70;0,6519291741400322;-0,45224700066309653;0,6519291759679628;-0,45224692541069383;0,27627826522963556;-0,2438316995699843;0,27627826651365645;-0,24383169338834287;0,42958139248738897;-0,8462275812889377;0,42958139423030123;-0,8462245402758286;0,38316850929176555;-0,8334191364123269;0,3831685106134757;-0,8334186116855172
71;0,6519291746165399;-0,4522469845295576;0,6519291759679628;-0,45224692541017597;0,27627826556370166;-0,2438316980626345;0,27627826651365645;-0,24383169338834287;0,429581392940582;-0,8462271327196449;0,4295813942298743;-0,8462245402758286;0,38316850963615673;-0,8334190476010352;0,3831685106134757;-0,8334186116855172
72;0,6519291749688692;-0,45224697185491847;0,6519291759679628;-0,45224692541069383;0,2762782658108373;-0,2438316969226575;0,27627826651365645;-0,24383169338834287;0,42958139327620243;-0,8462267503168688;0,42958139423072816;-0,846224540275076;0,3831685098909529;-0,8334189738212752;0,3831685106134757;-0,8334186116855172
73;0,651929175229383;-0,4522469618976057;0,6519291759679628;-0,45224692541017597;0,27627826599374655;-0,24383169606068034;0,27627826651365645;-0,24383169338834287;0,4295813935245593;-0,8462264243208608;0,42958139423030123;-0,846224540275076;0,3831685100791357;-0,8334189125290816;0,3831685106134757;-0,8334186116855172
74;0,6519291754218957;-0,4522469540750853;0,6519291759679628;-0,45224692541069383;0,2762782661292493;-0,2438316954088684;0,27627826651365645;-0,24383169338834287;0,4295813937081902;-0,8462261464113876;0,42958139423030123;-0,8462245402758286;0,38316851021824666;-0,83341886161059;0,3831685106134757;-0,8334186116855172
75;0,6519291755643373;-0,4522469479295568;0,6519291759679628;-0,45224692541017597;0,27627826622928037;-0,2438316949160404;0,27627826651365645;-0,24383169338834287;0,42958139384385946;-0,8462259094953453;0,4295813942298743;-0,8462245402758286;0,38316851032127536;-0,8334188193102046;0,3831685106134757;-0,8334186116855172
76;0,6519291756695309;-0,45224694310164093;0,6519291759679628;-0,45224692541069383;0,27627826630344327;-0,24383169454350506;0,27627826651365645;-0,24383169338834287;0,4295813939442236;-0,8462257075257931;0,42958139423072816;-0,846224540275076;0,38316851039732563;-0,8334187841692033;0,3831685106134757;-0,8334186116855172
77;0,651929175747191;-0,452246939308786;0,6519291759679628;-0,45224692541017597;0,27627826635823277;-0,24383169426173046;0,27627826651365645;-0,24383169338834287;0,42958139401860856;-0,8462255353480765;0,42958139423030123;-0,846224540275076;0,38316851045372496;-0,8334187549759999;0,3831685106134757;-0,8334186116855172
78;0,651929175804645;-0,4522469363292805;0,6519291759679628;-0,45224692541069383;0,2762782663987559;-0,24383169404862315;0,27627826651365645;-0,24383169338834287;0,4295813940736756;-0,8462253885678219;0,42958139423030123;-0,8462245402758286;0,3831685104953583;-0,8334187307237331;0,3831685106134757;-0,8334186116855172
79;0,6519291758472221;-0,45224693398843074;0,6519291759679628;-0,45224692541017597;0,27627826642889847;-0,24383169388741877;0,27627826651365645;-0,24383169338834287;0,42958139411419877;-0,8462252634388037;0,4295813942298743;-0,8462245402758286;0,3831685105261115;-0,8334187105762938;0,3831685106134757;-0,8334186116855172
80;0,6519291758786969;-0,4522469321493463;0,6519291759679628;-0,45224692541069383;0,2762782664511029;-0,2438316937656273;0,27627826651365645;-0,24383169338834287;0,42958139414450786;-0,8462251567671322;0,42958139423072816;-0,846224540275076;0,38316851054864903;-0,8334186938387935;0,3831685106134757;-0,8334186116855172
81;0,6519291759018451;-0,4522469307046686;0,6519291759679628;-0,45224692541017597;0,27627826646758974;-0,24383169367336777;0,27627826651365645;-0,24383169338834287;0,4295813941667123;-0,8462250658303185;0,42958139423030123;-0,846224540275076;0,38316851056574647;-0,8334186799341383;0,3831685106134757;-0,8334186116855172
82;0,651929175919109;-0,4522469295697431;0,6519291759679628;-0,45224692541069383;0,2762782664797467;-0,2438316936038123;0,27627826651365645;-0,24383169338834287;0,4295813941831436;-0,8462249883073305;0,42958139423030123;-0,8462245402758286;0,383168510578403;-0,8334186683826008;0,3831685106134757;-0,8334186116855172
83;0,6519291759317101;-0,4522469286780675;0,6519291759679628;-0,45224692541017597;0,27627826648857295;-0,24383169355129874;0,27627826651365645;-0,24383169338834287;0,42958139419535607;-0,8462249222193066;0,4295813942298743;-0,8462245402758286;0,38316851058750684;-0,8334186587864991;0,3831685106134757;-0,8334186116855172
84;0,6519291759410915;-0,45224692797757227;0,6519291759679628;-0,45224692541069383;0,2762782664951788;-0,24383169351138623;0,27627826651365645;-0,24383169338834287;0,42958139420468194;-0,8462248658797069;0,42958139423072816;-0,846224540275076;0,3831685105942792;-0,8334186508145427;0,3831685106134757;-0,8334186116855172
85;0,6519291759481969;-0,4522469274272902;0,6519291759679628;-0,45224692541017597;0,27627826650000825;-0,24383169348124367;0,27627826651365645;-0,24383169338834287;0,4295813942114543;-0,8462248178507927;0,42958139423030123;-0,846224540275076;0,3831685105993862;-0,8334186441917293;0,3831685106134757;-0,8334186116855172
86;0,6519291759534149;-0,45224692699485836;0,6519291759679628;-0,45224692541069383;0,27627826650356097;-0,2438316934584841;0,27627826651365645;-0,24383169338834287;0,42958139421656133;-0,8462247769064337;0,42958139423030123;-0,8462245402758286;0,38316851060304996;-0,8334186386900191;0,3831685106134757;-0,8334186116855172
87;0,6519291759571897;-0,45224692665524113;0,6519291759679628;-0,45224692541017597;0,27627826650644755;-0,24383169344122013;0,27627826651365645;-0,24383169338834287;0,42958139422011404;-0,8462247420014659;0,4295813942298743;-0,8462245402758286;0,3831685106057145;-0,8334186341193419;0,3831685106134757;-0,8334186116855172
88;0,6519291759600208;-0,45224692638839903;0,6519291759679628;-0,45224692541069383;0,27627826650839044;-0,243831693428175;0,27627826651365645;-0,24383169338834287;0,4295813942230006;-0,8462247122453794;0,42958139423072816;-0,846224540275076;0,3831685106078239;-0,8334186303223792;0,3831685106134757;-0,8334186116855172
89;0,6519291759620747;-0,4522469261787889;0,6519291759679628;-0,45224692541017597;0,2762782665097227;-0,24383169341834954;0,27627826651365645;-0,24383169338834287;0,42958139422511005;-0,8462246868784487;0,42958139423030123;-0,846224540275076;0,38316851060937823;-0,8334186271677915;0,3831685106134757;-0,8334186116855172
