;CLV AD NGD;CLV AD AGD
139;7,886620467400409;3,4256677502902493
140;7,885315073407206;3,423988417349075
141;7,88401357413414;3,4223354026071258
142;7,882715950687393;3,4207083374977594
143;7,881422184222392;3,4191070866615125
144;7,880132255949497;3,417531122107718
145;7,878846147131657;3,4159799977363936
146;7,877563839087558;3,4144533284116907
147;7,876285313190472;3,4129513485041048
148;7,875010550863735;3,4114727889413574
149;7,8737395335939535;3,4100179935278865
150;7,8724722429181915;3,408586433758213
151;7,871208660434371;3,407177690730055
152;7,869948767793722;3,405791534883594
153;7,868692546709317;3,404427362415545
154;7,867439978950343;3,4030855516542826
155;7,866191046345847;3,401765426549839
156;7,864945730781495;3,4004667192458236
157;7,863704014208078;3,3991887303806076
158;7,862465878631691;3,397931703664053
159;7,861231306116753;3,3966947487398795
160;7,860000278795475;3,3954778384496267
161;7,8587727788569435;3,3942811445500722
162;7,857548788554978;3,393103576714137
163;7,856328290202464;3,391945107390825
164;7,855111266176359;3,3908060243618854
165;7,853897698912151;3,3896852940397926
166;7,852687570915278;3,3885830072702303
167;7,851480864749524;3,3874985072583588
168;7,8502775630435675;3,386431625418763
169;7,8490776484911935;3,385382187228992
170;7,847881103849447;3,384350196068392
171;7,846687911937182;3,38333504735814
172;7,845498055641031;3,38233655999423
173;7,844311517914115;3,381354548910661
174;7,843128281771978;3,3803884226102414
175;7,841948330293835;3,3794382833487266
176;7,84077164662965;3,378503561411105
177;7,839598213990149;3,377584305628756
178;7,838428015654523;3,376680074685933
179;7,837261034969212;3,3757907566100878
180;7,83609725534491;3,374916168281414
181;7,834936660259257;3,3740557712481607
182;7,833779233257649;3,373209323897143
183;7,832624957951158;3,3723769435226068
184;7,831473818017302;3,371558174795922
185;7,830325797200913;3,3707529197429946
186;7,82918087931539;3,369960855296879
187;7,82803904823963;3,369181573265484
188;7,826900287922859;3,3684150931221315
189;7,825764582376348;3,3676611368132967
190;7,824631915685334;3,3669194769148882
191;7,823502271997006;3,3661899057091214
192;7,822375635531076;3,3654721800242555
193;7,82125199057121;3,364766288841254
194;7,8201313214710595;3,364071846867281
195;7,8190136126523635;3,3633886128404265
196;7,817898848603402;3,3627164321239778
197;7,816787013880578;3,3620552090150944
198;7,815678093110152;3,3614047206679034
199;7,8145720709829165;3,3607648052394
200;7,813468932260634;3,3601351619768174
201;7,812368661773028;3,3595155865326967
202;7,81127124441869;3,3589060185797504
203;7,810176665158351;3,358306224697782
204;7,809084909027492;3,35771610460941
205;7,807995961126839;3,357135366045993
206;7,8069098066269245;3,3565639974659893
207;7,805826430761121;3,3560017866616167
208;7,804745818837376;3,355448401288153
209;7,803667956227357;3,354903808852424
210;7,802592828373294;3,3543678118997047
211;7,801520420781735;3,353840296146471
212;7,800450719027534;3,353321064700963
213;7,799383708756725;3,3528099408719934
214;7,798319375680043;3,352306867138858
215;7,797257705576033;3,351811685640485
216;7,796198684291954;3,351324216388045
217;7,795142297742151;3,3508442988269023
218;7,794088531906039;3,350371832124197
219;7,793037372833431;3,349906628488834
220;7,791988806640328;3,349448715233218
221;7,790942819507256;3,348997733027205
222;7,7898993976862405;3,348553675066092
223;7,788858527493324;3,348116406993143
224;7,7878201953107515;3,347685782464438
225;7,786784387588173;3,3472616219575184
226;7,7857510908423055;3,346843964466251
227;7,784720291656382;3,3464325781453783
228;7,783691976677371;3,346027298130598
229;7,782666132622813;3,3456281190479524
230;7,781642746272688;3,3452348760037314
231;7,780621804477408;3,344847394625162
232;7,7796032941447075;3,344465644271515
233;7,778587202255628;3,344089533713338
234;7,777573515853055;3,3437188462420555
235;7,776562222047355;3,343353600399396
236;7,7755533080123405;3,342993658377368
237;7,774546760987387;3,3426388941211482
238;7,773542568276687;3,3422892958460357
239;7,772540717250123;3,341944578190807
240;7,771541195342342;3,3416048589324827
241;7,770543990049298;3,3412699443170517
242;7,769549088933756;3,34093971354244
243;7,7685564796253255;3,3406140550747647
244;7,767566149810798;3,3402929802891976
245;7,766578087243874;3,3399763290014435
246;7,765592279744626;3,3396640327043987
247;7,764608715193872;3,3393560419589963
248;7,7636273815356525;3,3390522510151373
249;7,762648266775649;3,3387526135448073
250;7,761671358986518;3,338456954818863
251;7,760696646299734;3,338165223212351
252;7,759724116909927;3,3378773749300947
253;7,758753759076842;3,337593357181247
254;7,757785561118549;3,3373131036781296
255;7,756819511417372;3,3370365075409087
256;7,7558555984175594;3,3367634791814504
257;7,754893810622372;3,3364940165141554
258;7,753934136600376;3,336227972039981
259;7,752976564976178;3,3359652731267464
260;7,752021084442735;3,3357058700731295
261;7,751067683744746;3,3354497587849705
262;7,7501163516940395;3,3351968499494005
263;7,749167077160903;3,3349470536480585
264;7,748219849075549;3,3347002994317387
265;7,74727465642795;3,3344565284744405
266;7,7463314882685905;3,3342157190815187
267;7,7453903337049015;3,3339777885191486
268;7,744451181907798;3,3337427292357495
269;7,743514022103155;3,3335104320191524
270;7,7425788435806036;3,333280859769527
271;7,741645635682601;3,333053938833594
272;7,740714387814247;3,3328296511125033
273;7,739785089438054;3,3326079247764486
274;7,738857730072661;3,3323886884186953
275;7,737932299296675;3,332171963821847
276;7,737008786747697;3,3319576148413805
277;7,736087182116193;3,331745639136408
278;7,73516747515594;3,3315360013695456
279;7,734249655668633;3,331328633561389
280;7,733333713522042;3,331123483635299
281;7,73241963863456;3,330920515885054
282;7,731507420983597;3,3307197154221813
283;7,730597050603502;3,330521000749875
284;7,729688517582328;3,3303243449246076
285;7,728781812061155;3,330129718216768
286;7,727876924241893;3,329937059994035
287;7,726973844378188;3,3297463483599814
288;7,726072562779984;3,3295575476722443
289;7,7251730698123895;3,3293705977552825
290;7,7242753558939;3,3291854798486864
291;7,723379411499029;3,32900214287558
292;7,722485227152627;3,328820577486992
293;7,721592793437446;3,328640732088011
294;7,72070210098696;3,3284625545488282
295;7,719813140491347;3,3282860512051498
296;7,718925902689974;3,3281111633468483
297;7,718040378374667;3,327937860882926
298;7,717156558395241;3,327766129725661
299;7,716274433651077;3,3275959068840884
300;7,715393995092266;3,327427179145105
301;7,714515233722711;3,3272599101548703
302;7,713638140597498;3,327094084305865
303;7,712762706824591;3,3269296705275373
304;7,7118889235612995;3,3267666427742606
305;7,711016782017574;3,3266049699692526
306;7,710146273452188;3,3264446230440585
307;7,7092773891760995;3,3262855727056504
308;7,708410120550154;3,3261278116144264
309;7,707544458986436;3,3259712854861974
310;7,706680395946349;3,3258159962080773
311;7,705817922942565;3,325661900199562
312;7,704957031532579;3,3255089978717685
313;7,70409771332528;3,3253572411844807
314;7,7032399599819374;3,325206614551449
315;7,7023837632088075;3,325057094160721
316;7,701529114764374;3,324908654568469
317;7,700676006450179;3,324761287892801
318;7,699824430122129;3,324614956018204
319;7,698974377678505;3,3244696505632083
320;7,698125841068142;3,324325360501194
321;7,697278812285309;3,3241820535772315
322;7,696433283377527;3,3240397148877285
323;7,695589246429723;3,323898321626244
324;7,694746693581553;3,3237578585719603
325;7,693905617015268;3,323618302537994
326;7,693066008960546;3,3234796304821295
327;7,692227861694354;3,3233418417794653
328;7,691391167537129;3,3232049065797544
329;7,690555918857248;3,3230688037226344
330;7,689722108066088;3,322933532368352
331;7,688889727623211;3,322799065348761
332;7,688058770030472;3,3226653809166526
333;7,687229227836268;3,3225324764992523
334;7,686401093632989;3,3224003268858104
335;7,685574360057228;3,322268917100182
336;7,68474901978967;3,322138256534915
337;7,683925065553959;3,3220083029353393
338;7,683102490118077;3,3218790558070093
339;7,682281286295948;3,3217505089709674
340;7,681461446939934;3,3216226262245248
341;7,680642964951007;3,321495409872692
342;7,679825833268145;3,321368847595849
343;7,6790100448760565;3,3212429134080805
344;7,678195592797951;3,321117601094614
345;7,677382470104732;3,32099290496651
346;7,676570669903752;3,320868807868496
347;7,675760185347544;3,3207453133698728
348;7,674951009627584;3,3206223789611915
349;7,674143135980862;3,3205000161563936
350;7,673336557683457;3,3203782191111553
351;7,672531268048522;3,3202569629778313
352;7,671727260434894;3,320136239865768
353;7,670924528238831;3,3200160386070094
354;7,670123064897989;3,3198963479413126
355;7,669322863891013;3,319777166931618
356;7,668523918733827;3,3196584819172434
357;7,667726222984096;3,3195402833905385
358;7,666929770236246;3,3194225567183433
359;7,666134554129043;3,3193052977670767
360;7,665340568336275;3,319188492818891
361;7,664547806569974;3,3190721453289567
362;7,663756262581894;3,3189562366246306
363;7,662965930164017;3,3188407606747257
364;7,66217680314306;3,318725701888141
365;7,661388875385898;3,318611061439998
366;7,66060214079491;3,3184968311073044
367;7,65981659331321;3,3183829984498714
368;7,659032226920388;3,3182695593859988
369;7,658249035629502;3,318156508901203
370;7,657467013496027;3,3180438367774396
371;7,656686154609914;3,3179315347728466
372;7,655906453095585;3,3178195961605645
373;7,655127903115091;3,317708009802125
374;7,654350498868932;3,317596778967949
375;7,6535742345914395;3,3174858862941106
376;7,652799104551923;3,317375331953029
377;7,652025103056874;3,317265114333675
378;7,651252224447032;3,3171552183057225
379;7,650480463098858;3,317045636896868
380;7,649709813423304;3,316936373872621
381;7,648940269866323;3,3168274169054976
382;7,648171826911492;3,316718761878031
383;7,647404479069513;3,316610399725621
384;7,646638220893054;3,3165023314099473
385;7,645873046963785;3,3163945519831364
386;7,645108951897914;3,3162870430435323
387;7,6443459303464945;3,3161798125454025
388;7,6435839769929705;3,3160728475405588
389;7,642823086555994;3,315966147259701
390;7,642063253786586;3,3158597099306544
391;7,641304473465939;3,315753525103841
392;7,640546740411297;3,3156475913110754
393;7,639790049470095;3,31554190964987
394;7,639034395523489;3,315436462368929
395;7,638279773483289;3,315331250394761
396;7,6375261782953165;3,315226278427668
397;7,636773604935744;3,3151215312679208
398;7,636022048414723;3,315017011678524
399;7,635271503769711;3,314912712767212
400;7,63452196607024;3,3148086278515647
401;7,633773430418462;3,3147047516915635
402;7,63302589194977;3,314601089147481
403;7,632279345824244;3,314497627713082
404;7,631533787238011;3,3143943677563867
405;7,630789211414887;3,3142913096303275
406;7,6300456136085115;3,314188442703376
407;7,629302989104301;3,314085771698532
408;7,628561333214915;3,3139832861021916
409;7,627820641285868;3,313880986933712
410;7,6270809086919185;3,313778864435364
411;7,626342130831807;3,3136769204717256
412;7,625604303137364;3,313575150251731
413;7,624867421071847;3,3134735598454514
414;7,624131480123024;3,3133721319929976
415;7,6233964758107575;3,3132708654360936
416;7,62266240367893;3,313169767778386
417;7,621929259303428;3,313068825305026
418;7,621197038285797;3,3129680447916576
419;7,6204657362611155;3,312867415661981
420;7,619735348885231;3,3127669416052004
421;7,6190058718443305;3,312666619559581
422;7,618277300850951;3,3125664361239893
423;7,617549631650482;3,3124664014479652
424;7,616822860008232;3,312366507680396
425;7,6160969817180915;3,312266755404849
426;7,6153719926038175;3,3121671363673104
427;7,614647888513607;3,312067654314728
428;7,613924665320906;3,3119683058579334
429;7,61320231892753;3,311869084457865
430;7,61248084526394;3,311769992144327
431;7,611760240282042;3,311671024688696
432;7,611040499962305;3,3115721840156502
433;7,610321620309662;3,3114734688946665
434;7,609603597354377;3,3113748723381193
435;7,608886427151424;3,3112763903445597
436;7,608170105783398;3,3111780237279556
437;7,607454629357283;3,311079773729131
438;7,60673999400509;3,310981634721719
439;7,6060261958826;3,310883605784527
440;7,605313231170054;3,3107856824589055
441;7,604601096072871;3,310687870688943
442;7,6038897868211786;3,3105901593411544
443;7,60317929967023;3,3104925506750487
444;7,602469630896159;3,3103950452484003
445;7,601760776801363;3,310297643186079
446;7,601052733713173;3,310200341672892
447;7,600345497979652;3,310103135908964
448;7,599639065973512;3,310006028334621
449;7,598933434091864;3,3099090120040437
450;7,598228598752981;3,309812081882008
451;7,597524556397458;3,309715247775179
452;7,596821303493802;3,3096185011817245
453;7,5961188365290475;3,3095218421287385
454;7,5954171520127645;3,3094252747858652
455;7,59471624647884;3,3093287872938375
456;7,594016116484289;3,3092323899450617
457;7,59331675860598;3,309136076237042
458;7,592618169441059;3,3090398389229985
459;7,591920345613498;3,3089436835188866
460;7,591223283765748;3,3088476070323574
461;7,590526980564332;3,3087516091044877
462;7,589831432693106;3,308655687548386
463;7,589136636863661;3,308559846094585
464;7,588442589804423;3,308464076081565
465;7,587749288263278;3,308368377806879
466;7,58705672901403;3,308272754230765
467;7,586364908849149;3,3081772026618808
468;7,5856738245811846;3,3080817198770087
469;7,584983473042995;3,307986306254847
470;7,5842938510908935;3,30789095556242
471;7,583604955595135;3,307795673218179
472;7,582916783451804;3,30770045258139
473;7,582229331577108;3,3076053024411634
474;7,581542596904881;3,3075102173514965
475;7,580856576390689;3,3074151925750903
476;7,580171267007039;3,307320229282064
477;7,579486665748233;3,3072253284926427
478;7,578802769629186;3,3071304944903823
479;7,578119575681131;3,3070357181479606
480;7,577437080955508;3,306940999859326
481;7,576755282525285;3,306846336974569
482;7,576074177478362;3,3067517343749238
483;7,575393762923916;3,3066571880121667
484;7,574714035988459;3,3065626947449425
485;7,574034993819696;3,3064682591467527
486;7,573356633581618;3,306373874912558
487;7,572678952458109;3,3062795450183593
488;7,572001947650728;3,3061852651342694
489;7,571325616377734;3,306091040967515
490;7,570649955875844;3,305996868440083
491;7,569974963400998;3,305902743495981
492;7,569300636224804;3,3058086668416684
493;7,568626971642503;3,3057146362482044
494;7,567953966957467;3,3056206561357473
495;7,567281619498414;3,305526725012263
496;7,566609926606038;3,305432839870801
497;7,565938885643912;3,3053390028728744
498;7,5652684939896515;3,3052452086264026
499;7,564598749035661;3,3051514597482994
500;7,563929648192707;3,3050577605454716
501;7,563261188888899;3,3049640976480776
502;7,562593368572338;3,3048704868520216
503;7,561926184703135;3,304776913784752
504;7,561259634758093;3,3046833853043323
505;7,560593716233283;3,3045898962671627
506;7,559928426637573;3,304496449223085
507;7,559263763498872;3,304403039098149
508;7,558599724359269;3,3043096713453863
509;7,557936306776694;3,3042163475250517
510;7,557273508327366;3,304123060523799
511;7,556611326602209;3,304029811884802
512;7,555949759202783;3,303936602938099
513;7,555288803753257;3,303843426053769
514;7,554628457890447;3,3037502890151953
515;7,553968719267056;3,303657193670305
516;7,5533095855490995;3,303564133115972
517;7,552651054418866;3,3034711000158725
518;7,55199312357653;3,3033781085782934
519;7,551335790732021;3,3032851471468208
520;7,550679053614199;3,3031922200544575
521;7,550022909964237;3,303099327666586
522;7,549367357535606;3,303006471012973
523;7,548712394104118;3,3029136466274194
524;7,548058017453902;3,302820853570279
525;7,5474042253838425;3,3027280921031688
526;7,54675101570878;3,302635362250683
527;7,546098386258332;3,3025426667392868
528;7,545446334871964;3,302450001755658
529;7,544794859410132;3,3023573654491143
530;7,544143957739554;3,302264758561056
531;7,543493627744848;3,302172179208098
532;7,542843867325551;3,3020796328519797
533;7,542194674391228;3,301987112474166
534;7,5415460468657445;3,3018946191942575
535;7,540897982688761;3,301802154541101
536;7,540250479811089;3,3017097174750876
537;7,53960353619842;3,3016173146069003
538;7,538957149828279;3,3015249365828865
539;7,538311318690136;3,3014325849564425
540;7,537666040788224;3,3013402560706084
541;7,5370213141409135;3,301247954314381
542;7,536377136779377;3,301155678607819
543;7,53573350674184;3,3010634338640386
544;7,535090422087371;3,3009712134224953
545;7,534447880880582;3,300879014860051
546;7,533805881202271;3,3007868417895536
547;7,533164421144113;3,300694692397533
548;7,532523498812245;3,3006025676874535
549;7,531883112322522;3,300510464174926
550;7,531243259803034;3,3004183835958436
551;7,530603939397674;3,3003263320984635
552;7,529965149255495;3,300234298984153
553;7,529326887543522;3,3001422880255
554;7,528689152440205;3,3000503023134193
555;7,528051942130882;3,2999583353659876
556;7,527415254816894;3,299866390837829
557;7,526779088709384;3,2997744681220302
558;7,526143442029811;3,2996825653554676
559;7,525508313014503;3,299590688758866
560;7,52487369990978;3,2994988279653636
561;7,524239600972817;3,2994069898081486
562;7,52360601447065;3,2993151725841603
563;7,522972938681676;3,2992233726598297
564;7,522340371898034;3,2991315928772638
565;7,5217083124209365;3,2990398349760346
566;7,521076758561148;3,298948096405061
567;7,520445708641567;3,298856377776396
568;7,519815160995475;3,2987646795028573
569;7,519185113969445;3,2986729957627126
570;7,518555565917867;3,298581329787199
571;7,517926515203988;3,298489683738597
572;7,5172979602059256;3,2983980573836957
573;7,516669899308135;3,2983064509243305
574;7,516042330907;3,298214861050938
575;7,51541525341007;3,298123284462846
576;7,514788665233942;3,298031726492271
577;7,514162564805952;3,29794018385809
578;7,5135369505615355;3,2978486557884352
579;7,512911820949046;3,2977571450794665
580;7,512287174425205;3,2976656496465595
581;7,511663009454201;3,297574170844247
582;7,511039324515435;3,297482709949634
583;7,510416118092005;3,297391269224936
584;7,5097933886824615;3,297299837679319
585;7,509171134788959;3,2972084217340436
586;7,508549354926362;3,2971170220240333
587;7,507928047617834;3,2970256327174057
588;7,507307211397347;3,2969342667094383
589;7,506686844809782;3,2968429067488807
590;7,5060669464029885;3,2967515616983016
591;7,505447514741493;3,296660231994266
592;7,504828548394149;3,296568920563197
593;7,5042100459352925;3,2964776212320928
594;7,503592005958071;3,2963863349152147
595;7,502974427055627;3,2962950615544244
596;7,5023573078364745;3,2962038007042
597;7,501740646912452;3,2961125492039978
598;7,50112444290867;3,2960213125170865
599;7,500508694456438;3,295930086906444
600;7,499893400193381;3,295838876556882
601;7,499278558770983;3,2957476764590075
602;7,498664168846217;3,295656483761655
603;7,498050229081716;3,295565308773561
604;7,497436738155012;3,2954741422794687
605;7,4968236947469835;3,295382987294624
606;7,496211097548887;3,2952918419889703
607;7,495598945256876;3,2952007093564695
608;7,494987236578513;3,295109589642945
609;7,494375970228446;3,2950184792796096
610;7,493765144930367;3,294927378433965
611;7,493154759414401;3,2948362875369983
612;7,492544812419347;3,2947452092256686
613;7,491935302692483;3,294654138576083
614;7,491326228985303;3,2945630814121225
615;7,490717590061401;3,294472027359405
616;7,490109384688809;3,2943809864769587
617;7,489501611645909;3,2942899566084254
618;7,488894269716465;3,2941989399102094
619;7,488287357695477;3,294107930716995
620;7,4876808743796825;3,2940169254455562
621;7,48707481857444;3,2939259328705215
622;7,486469189098823;3,293834949251245
623;7,485863984769999;3,2937439755726863
624;7,485259204418509;3,2936530096766767
625;7,484654846879661;3,2935620535676904
626;7,484050910996602;3,293471108204008
627;7,483447395621358;3,293380166559714
628;7,482844299607945;3,2932892329735406
629;7,482241621824125;3,2931983070252
630;7,481639361137898;3,2931073844460106
631;7,481037516430488;3,2930164730336937
632;7,480436086584726;3,292925570726773
633;7,479835070492466;3,292834673112506
634;7,479234467050854;3,2927437875730075
635;7,4786342751657715;3,292652904183254
636;7,478034493747225;3,2925620258688717
637;7,477435121716096;3,292471155706296
638;7,476836157994918;3,2923802940846416
639;7,47623760151569;3,292289434844031
640;7,475639451217936;3,2921985863957755
641;7,475041706044257;3,292107744356078
642;7,474444364945779;3,2920169061718845
643;7,473847426876792;3,2919260715753738
644;7,473250890801385;3,291835244080686
645;7,472654755689993;3,2917444223165475
646;7,472059020516077;3,2916536079338616
647;7,47146368426308;3,2915627977782527
648;7,470868745916693;3,291471998501706
649;7,470274204473751;3,2913812033372176
650;7,469680058930844;3,2912904061529606
651;7,469086308294032;3,2911996160841492
652;7,4684929515740395;3,2911088343020474
653;7,467899987790027;3,291018054815124
654;7,467307415964314;3,2909272785419894
655;7,46671523512497;3,2908365072456043
656;7,466123444307236;3,2907457380879164
657;7,465532042550912;3,29065497445775
658;7,464941028904172;3,290564215765538
659;7,464350402415801;3,290473462805391
660;7,46376016214399;3,2903827120649014
661;7,463170307152302;3,2902919655475205
662;7,462580836507202;3,290201219613113
663;7,461991749285151;3,2901104806320793
664;7,46140304456266;3,290019741884233
665;7,460814721425038;3,2899290084075483
666;7,460226778961467;3,2898382748886332
667;7,45963921626436;3,2897475445677227
668;7,459052032438565;3,2896568211289683
669;7,458465226588542;3,28956609498383
670;7,457878797823742;3,289475372439715
671;7,45729274525907;3,2893846505268827
672;7,456707068016578;3,289293933629498
673;7,456121765223328;3,2892032197132526
674;7,4555368360079965;3,2891125028223898
675;7,454952279506247;3,289021795312246
676;7,454368094861539;3,288931082581361
677;7,453784281219124;3,288840374883783
678;7,453200837729586;3,2887496654844157
679;7,452617763546802;3,2886589609551535
680;7,452035057831406;3,2885682587820355
681;7,451452719750536;3,288477553732923
682;7,45087074847242;3,2883868533857443
683;7,45028914317373;3,2882961557153068
684;7,449707903030172;3,2882054560705436
685;7,449127027228201;3,2881147580417944
686;7,448546514953843;3,288024059289894
687;7,447966365401413;3,2879333651727642
688;7,447386577768483;3,2878426737896467
689;7,446807151256738;3,287751976401707
690;7,44622808507468;3,287661280864804
691;7,44564937843079;3,2875705844288015
692;7,445071030541708;3,2874798894581176
693;7,444493040625419;3,287389193301338
694;7,443915407907945;3,287298496138261
695;7,443338131615193;3,2872078045866306
696;7,442761210981623;3,287117111703895
697;7,442184645243422;3,2870264134706644
698;7,441608433641221;3,286935718098925
699;7,441032575420884;3,28684502027003
700;7,440457069832714;3,2867543187353547
701;7,439881916127045;3,2866636193888437
702;7,439307113565159;3,28657292182375
703;7,438732661405939;3,2864822197340446
704;7,438158558914822;3,2863915137552167
705;7,437584805361924;3,2863008096091915
706;7,437011400020859;3,286210103526448
707;7,436438342169569;3,2861193942502815
708;7,4358656310902775;3,286028686836934
709;7,43529326606579;3,285937976363017
710;7,434721246387257;3,285847264542134
711;7,434149571345354;3,2857565528130928
712;7,433578240237719;3,2856658392523093
713;7,433007252363482;3,285575119010571
714;7,432436607028991;3,2854843981783253
715;7,4318663035411205;3,2853936750307167
716;7,431296341213445;3,285302948304499
717;7,430726719358082;3,285212221031257
718;7,430157437294238;3,2851214892218015
719;7,429588494346261;3,2850307555081395
720;7,429019889838051;3,2849400176461754
721;7,428451623099658;3,2848492800120948
722;7,427883693464331;3,284758536778256
723;7,4273161002686585;3,284667788837632
724;7,4267488428512065;3,284577039998418
725;7,426181920556242;3,284486286787729
726;7,42561533273024;3,2843955295051064
727;7,4250490787243715;3,284304772270518
728;7,424483157890949;3,284214015036504
729;7,4239175695879975;3,284123250471139
730;7,423352313174136;3,2840324804528445
731;7,422787388014517;3,283941706503315
732;7,422222793475753;3,2838509309584696
733;7,4216585289242545;3,283760152059712
734;7,421094593737889;3,283669368260009
735;7,4205309872889025;3,283578578046732
736;7,419967708959473;3,28348779053929
737;7,419404758130974;3,2833969888223162
738;7,418842134187702;3,283306183132701
739;7,418279836522445;3,2832153779178834
740;7,417717864524283;3,2831245668291915
741;7,417156217588799;3,2830337499542166
742;7,416594895113387;3,282942923612132
743;7,4160338964994095;3,282852102705528
744;7,415473221149337;3,282761272757539
745;7,414912868470639;3,2826704363274324
746;7,414352837874496;3,2825795916011358
747;7,413793128771974;3,282488741038928
