;x D2;x CLV AD NGD;x CLV D2 AGD;y D2;y CLV AD NGD;y CLV D2 AGD
0,0;1,5;1,5;1,5;2,5;2,5;2,5
0,01;;1,5094072954750652;1,5136709309418337;;2,4774599113958207;2,4941075028498174
0,02;;1,51885277391063;1,5274296748236864;;2,4553118829870133;2,4882130055127596
0,03;;1,5283367223721263;1,541276328568275;;2,4335455169019404;2,482316297662514
0,04;;1,537859425338661;1,55521098140466;;2,4121507787018857;2,4764171723535475
0,05;;1,5474211648034335;1,5692337147548838;;2,3911179816221386;2,4705154260213216
0,06;;1,5570222203696211;1,5833446021208186;;2,370437771626674;2,4646108584829114
0,06999999999999999;;1,56666286934196;1,5975437089712607;;2,350101113227813;2,4587032729380094
0,08;;1,576343386814239;1,611831092629322;;2,3300992760255377;2,4527924759702944
0,09;;1,586064045752904;1,6262068021601552;;2,310423821924191;2,4468782775491564
0,1;;1,595825117076974;1,6406708782590615;;2,291066592987094;2,4409604910317517
0,11;;1,6056268697344382;1,6552233531400258;;2,2720196998922293;2,4350389331653806
0,12;;1,615469570775313;1,6698642504247223;;2,253275510954552;2,429113424090164
0,13;;1,625353485421514;1,684593585032041;;2,2348266416827247;2,423183787342007
0,13999999999999999;;1,6352788771336948;1,6994113630681795;;2,216665944840153;2,4172498498558292
0,15;;1,6452460076751987;1,7143175817173484;;2,198786500982122;2,411311441969049
0,16;;1,6552551371732518;1,7293122291331406;;2,1811816094426195;2,4053683974253017
0,16999999999999998;;1,6653065241775316;1,7443952843306112;;2,163844779746101;2,3994205533783783
0,18;;1,6754004257162258;1,759566717079118;;2,1467697234209946;2,393467750396366
0,19;;1,6855370973496997;1,7748264877959756;;2,1299503461931737;2,387509832465973
0,2;;1,6957167932218749;1,7901745474409694;;2,113380740538973;2,3815466469970246
0,21;;1,7059397661094258;1,8056108374117847;;2,09705517857857;2,3755780448271104
0,22;;1,7162062674688878;1,8211352894404012;;2,0809681052917024;2,369603880226369
0,22999999999999998;;1,7265165474817687;1,8367478254905045;;2,0651141320387927;2,3636240109023907
0,24;;1,7368708550977503;1,8524483576559698;;2,0494880303715464;2,3576382980052246
0,25;1,167;1,7472694380760623;1,8682367880604678;1,666666667;2,0340847261180417;2,351646606132471
0,26;;1,7577125430251064;1,8841130087582494;;2,018899293728206;2,345648803334444
0,27;;1,7682004154404025;1,900076901636162;;2,0039269508663935;2,3396447611193874
0,27999999999999997;;1,778733299740931;1,9161283383169527;;1,989163053238558;2,333634354458728
0,29;;1,7893114393039342;1,9322671800639108;;1,9746030896422218;2,3276174617923493
0,3;;1,79993507649824;1,9484932776869095;;1,9602426772281216;2,3215939650338653
0,31;;1,8106044527161715;1,964806471449897;;1,9460775569630417;2,315563749575889
