;x D4;x CLV D4 NGD;x CLV D4 AGD;y D4;y CLV D4 NGD;y CLV D4 AGD
0,0;1,5;1,5;1,5;5,0;5,0;5,0
0,01;;1,5062859834825293;1,5140055463266124;;4,958870827406601;4,985284489835343
0,02;;1,5126005553577293;1,5281023571555739;;4,918563048851171;4,970516493766128
0,03;;1,5189437725678678;1,542290419438845;;4,87905004134529;4,9556961197243075
0,04;;1,5253156938108448;1,5565697095875213;;4,840306291250854;4,940823483974493
0,05;;1,5317163794773;1,5709401933640252;;4,8023073370101494;4,9258987111888155
0,06;;1,5381458915910189;1,585401825776128;;4,765029715392406;4,910921934520218
0,06999999999999999;;1,544604293752427;1,5999545509728743;;4,728450911007294;4,895893295674142
0,08;;1,5510916510849864;1,6145983021424855;;4,692549308855947;4,880812944978545
0,09;;1,557608030184314;1,62933300141231;;4,657304149708264;4,865681041452181
0,1;;1,5641534990698558;1,6441585597508999;;4,622695488111945;4,850497752871113
0,11;;1,570728127138965;1,659074876872283;;4,588704152853812;4,835263255833375
0,12;;1,5773319851232417;1,6740818411425067;;4,555311709707886;4,819977735821744
0,13;;1,5839651450469987;1,6891793294885264;;4,522500426317297;4,804641387264553
0,13999999999999999;;1,5906276801877304;1,7043672073095137;;4,490253239068721;4,789254413594509
0,15;;1,5973196650384676;1,7196453283906528;;4,458553721828615;4,7738170273054354
0,16;;1,6040411752719126;1,7350135348195053;;4,427386056420251;4,758329450006893
0,16999999999999998;;1,610792287706249;1,7504716569050116;;4,396735004729457;4,74279191247664
0,18;;1,6175730802725374;1,7660195130992011;;4,3665858823351495;4,727204654710843
0,19;;1,6243836319835998;1,7816569099216881;;4,336924533568249;4,711567925972022
0,2;;1,6312240229043207;1,79738364188702;;4,307737307909492;4,695881984834638
0,21;;1,6380943341232777;1,8131994914349518;;4,279011037642996;4,680147099228301
0,22;;1,6449946477256334;1,8291042288637174;;4,250733016688288;4,664363546478524
0,22999999999999998;;1,6519250467672206;1,8450976122663656;;4,222890980538899;4,6485316133449786
0,24;;1,6588856152497538;1,8611793874702358;;4,195473087240602;4,632651596057205
0,25;2,15;1,6658764380971092;1,8773492879796332;4,166666667;4,168467899346957;4,6167238003477085
0,26;;1,672897601132617;1,8936070349217802;;4,1418643667940644;4,600748541482415
0,27;;1,6799491910573108;1,9099523369961047;;4,115651810640345;4,584726144288411
0,27999999999999997;;1,6870312954290847;1,9263848904269338;;4,089819907620786;4,568656943178942
0,29;;1,6941440026427126;1,942904378919659;;4,064358675468441;4,552541282175599
0,3;;1,7012874019106832;1,9595104736204314;;4,039258458959079;4,536379514927667
0,31;;1,7084615832448113;1,976202833079457;;4,014509916637756;4,520172004728573
0,32;;1,7156666374385836;1,9929811032179483;;3,9901040081887382;4,5039191245293955
0,33;;1,7229026560502028;2,009844917298793;;3,9660319824126873;4,487621256949393
0,33999999999999997;;1,730169731386296;2,0267938959010015;;3,942285365777319;4,471278794283499
