;x D3;x CLV AD NGD;x CLV D3 AGD;y D3;y CLV AD NGD;y CLV D3 AGD
0,0;0,75;0,75;0,75;5,0;5,0;5,0
0,01;;0,7558090605951038;0,7639002701694982;;4,912114172346145;4,966983801887734
0,02;;0,7616268414369533;0,7779624525991814;;4,827294945067532;4,934436013103257
0,03;;0,7674540932185061;0,7921873596648304;;4,745383624626096;4,9023443101789335
0,04;;0,7732915349081;0,8065757943652597;;4,666232300590399;4,870696756922454
0,05;;0,7791398559071347;0,8211285499452637;;4,58970294356801;4,839481789254702
0,06;;0,7849997180300803;0,8358464095144242;;4,51566659232065;4,80868820076611
0,06999999999999999;;0,7908717573241029;0,8507301456618398;;4,444002619931185;4,778305128952379
0,08;;0,7967565857436687;0,8657805200668452;;4,3745980701870355;4,748322042092831
0,09;;0,8026547926937907;0,8809982831057898;;4,307347056456404;4,718728726736931
0,1;;0,8085669464541025;0,8963841734549557;;4,24215021629055;4,689515275766611
0,11;;0,8144935954946457;0,9119389176896955;;4,178914215810688;4,6606720770039916
0,12;;0,8204352696931079;0,927663229879879;;4,117551298651828;4,632189802335881
0,13;;0,8263924814622458;0,9435578111817418;;4,0579788748544745;4,604059397328202
0,13999999999999999;;0,8323657267953322;0,9596233494262351;;4,000119145632553;4,576272071305008
0,15;;0,8383554862366805;0,9758605187039828;;3,9438987604137723;4,548819287868291
0,16;;0,8443622257836009;0,9922699789469537;;3,8892485029568533;4,521692755836137
0,16999999999999998;;0,8503863977255187;1,0088523755069685;;3,836103003706916;4,494884420578079
0,18;;0,8564284414254406;1,0256083387311612;;3,784400475862961;4,468386455727743
0,19;;0,8624887840484514;1,0425384835345235;;3,7340824729057545;4,442191255253967
0,2;;0,8685678412414953;1,059643408969668;;3,685093665575714;4,416291425872666
0,21;;0,8746660177682952;1,0769236977939474;;3,637381636502964;4,3906797797827135
0,22;;0,8807837081029143;1,0943799160340775;;3,590896690879312;4,3653493277100095
0,22999999999999998;;0,8869212969851498;1,1120126125484155;;3,545591681727737;4,340293272244813
0,24;;0,8930791599406629;1,1298223185870524;;3,5014218484718453;4,315505001458222
0,25;0,75;0,8992576637684953;1,147809547349881;5,833333333;3,4583446676379985;4,290978082784438
0,26;;0,9054571669983915;1,1659747935428149;;3,416319714638541;4,26670625715621
0,27;;0,9116780203201423;1,1843185329323291;;3,375308535687527;4,242683433381488
0,27999999999999997;;0,9179205669869717;1,2028412218985103;;3,3352745289920884;4,218903682749981
0,29;;0,9241851431948269;1,2215432969867999;;3,296182834444464;4,195361233858918
0,3;;0,9304720784392726;1,2404251744586308;;3,258000231112913;4,172050467647829
0,31;;0,9367816958515544;1,259487249841155;;3,220695041895179;4,148965912632763
0,32;;0,9431143125152689;1,2787298974762695;;3,184237044756917;4,126102240330785
0,33;;0,9494702397649643;1,2981534700691566;;3,1485973900301065;4,103454260866126
0,33999999999999997;;0,9558497834678897;1,3177582982365532;;3,1137485232938396;4,081016918749751
0,35000000000000003;;0,9622532442900184;1,337544690054981;;3,0796641134024156;4,058785288824565
0,36;;0,968680917947379;1,3575129306091624;;3,0463189852640347;4,036754572368847
0,37;;0,9751330954436581;1,3776632815408658;;3,0136890570079697;4,014920093350878
0,38;;0,9816100632949548;1,3979959805984172;;2,981751281209318;3,9932772948280855
