;x D1;x CLV D1 NGD;x CLV D1 AGD;y D1;y CLV D1 NGD;y CLV D1 AGD
0,0;0,75;0,75;0,75;2,5;2,5;2,5
0,01;;0,7565717755656863;0,7572874163014047;;2,4995025045245245;2,470830855487138
0,02;;0,76319961402782;0,7646287628719248;;2,498996152419426;2,4423610866405774
0,03;;0,7698839678058005;0,7720245889627338;;2,498480875324;2,414565704579767
0,04;;0,7766252925229981;0,7794754424617533;;2,497956604436313;2,387420897434118
0,05;;0,7834240470215039;0,7869818700950875;;2,497423270512127;2,3609039617620655
0,06;;0,7902806933767944;0,7945444176168993;;2,496880803863864;2,3349932387144405
0,06999999999999999;;0,7971956969123067;0,802163629988507;;2,4963291343596032;2,309668054563319
0,08;;0,8041695262139201;0,8098400515474206;;2,495768191422115;2,284908665251716
0,09;;0,8112026531443403;0,8175742261669827;;2,495197904027935;2,2606962046502606
0,1;;0,818295552857382;0,8253666974072214;;2,494618200706472;2,2370126362346956
0,11;;0,8254487038121464;0,8332180086574783;;2,494029009539161;2,213840707923039
0,12;;0,8326625877870876;0,8411287032713332;;2,4934302581586514;2,1911639098337865
0,13;;0,8399376898939661;0,8490993246943029;;2,492821873748041;2,168966434746938
0,13999999999999999;;0,8472744985916826;0,8571304165847606;;2,4922037830401504;2,1472331410680656
0,15;;0,854673505699989;0,8652225229284842;;2,491575912316839;2,125949518112355
0,16;;0,8621352064130726;0,8733761881472156;;2,49093818740837;2,1051016535407086
0,16999999999999998;;0,8696600993130067;0,8815919572015828;;2,4902905336928174;2,084676202793747
0,18;;0,8772486863830654;0,8898703756887112;;2,489632876095521;2,0646603603820566
0,19;;0,8849014730208955;0,898211989934829;;2,488965139088589;2,0450418329023887
0,2;;0,8926189680515433;0,9066173470831457;;2,488287246690449;2,02580881365988
0,21;;0,9004016837403286;0,9150869951772675;;2,487599122465449;2,0069499587857926
0,22;;0,9082501358055627;0,9236214832403926;;2,4869006895235097;1,988454364748894
0,22999999999999998;;0,9161648434311045;0,9322213613505111;;2,48619187051983;1,970311547166436
0,24;;0,9241463292787505;0,9408871807118223;;2,485472587654642;1,9525114208279042
0,25;0,763;0,932195119500451;0,9496194937225625;2,666666667;2,484742762673026;1,9350442808512573
0,26;;0,9403117437503505;0,9584188540394301;;2,4840023168647765;1,9179007848974159
0,27;;0,9484967351966446;0,9672858166387739;;2,483251171064328;1,901071936374255
0,27999999999999997;;0,9567506305332472;0,9762209378747064;;2,4824892456507377;1,8845490685664301
0,29;;0,9650739699912657;0,9852247755342889;;2,4817164605477258;1,8683238296319988
0,3;;0,973467297350275;0,9942978888899263;;2,480932735223781;1,8523881684110712
0,31;;0,9819311599493853;1,0034408387491025;;2,480137988692323;1,8367343209956393
0,32;;0,9904661086980998;1,0126541875015744;;2,479332139511931;1,821354798013348
0,33;;0,9990726980869539;1,0219384991641387;;2,478515105786636;1,8062423725812944
