;x D1;x CLV AD NGD;x CLV D1 AGD;y D1;y CLV AD NGD;y CLV D1 AGD
0,0;0,75;0,75;0,75;2,5;2,5;2,5
0,01;;0,7548058323370467;0,7569360106543199;;2,4783907366411073;2,4966929758911465
0,02;;0,759633056064933;0,7639259385366655;;2,4571545978572336;2,4933839263298716
0,03;;0,764481836715692;0,7709700803734747;;2,436281861783898;2,4900726963720805
0,04;;0,7693523389315082;0,7780687325944662;;2,4157631408401192;2,4867591317908615
0,05;;0,7742447265118261;0,7852221912926316;;2,395589367466006;2,483443079076452
0,06;;0,7791591624584694;0,7924307521835903;;2,3757517805848942;2,4801243854364627
0,06999999999999999;;0,7840958090188733;0,7996947105643033;;2,356241912747419;2,4768028987963557
0,08;;0,7890548277275221;0,8070143612711443;;2,3370515779177508;2,4734784678001764
0,09;;0,7940363794456796;0,8143899986373248;;2,318172859864876;2,4701509418115375
0,1;;0,7990406243994983;0,8218219164496706;;2,299598101124202;2,4668201709148554
0,11;;0,8040677222165833;0,8293104079047494;;2,2813198924970584;2,463486005916836
0,12;;0,8091178319610862;0,8368557655643444;;2,2633310630577363;2,4601482983482117
0,13;;0,814191112167399;0,8444582813102748;;2,2456246706396623;2,4568069004657245
0,13999999999999999;;0,8192877208725137;0,8521182462985603;;2,2281939927740995;2,4534616652543573
0,15;;0,8244078156471094;0,8598359509129282;;2,211032518056451;2,4501124464298116
0,16;;0,8295515536254277;0,8676116847176618;;2,194133937916792;2,4467590984412317
0,16999999999999998;;0,8347190915339895;0,8754457364097893;;2,1774921387727133;2,4434014764741687
0,18;;0,8399105857192082;0,8833383937706115;;2,1611011945438965;2,4400394364537923
0,19;;0,8451261921739477;0,8912899436165692;;2,144955359509115;2,4366728350483395
0,2;;0,8503660665630735;0,8993006717494475;;2,129049061487506;2,433301529672809
0,21;;0,8556303642480404;0,9073708629059187;;2,113376895327064;2,42992537849289
0,22;;0,8609192403105606;0,915500800706423;;2,097933616684316;2,426544240429132
0,22999999999999998;;0,8662328495753908;0,9236907676033866;;2,0827141360800923;2,423157975161353
0,24;;0,8715713466322779;0,9319410448287792;;2,0677135132171967;2,4197664431332777
0,25;0,763;0,8769348858570981;0,9402519123410085;2,666666667;2,052926951546601;2,4163695055574164
0,26;;0,8823236214322244;0,9486236487711572;;2,0383497930695698;2,412967024420175
0,27;;0,887737707366155;0,9570565313685584;;2,0239775133638465;2,409558862487194
0,27999999999999997;;0,8931772975124329;0,9655508359457148;;2,0098057168227026;2,406144883308923
0,29;;0,8986425455878874;0,9741068368225612;;1,9958301320962972;2,4027249512264195
0,3;;0,9041336051902233;0,9827248067700735;;1,9820466077253798;2,39929893137738
0,31;;0,909650629814986;0,9914050169532246;;1,968451107957931;2,395866689702393
0,32;;0,9151937728719272;1,0001477368732918;;1,9550397087398574;2,3924280929514192
0,33;;0,9207631877007946;1,0089532343095164;;1,9418085938713439;2,388983008690496
0,33999999999999997;;0,9263590275865695;1,0178217752601202;;1,9287540513209314;2,38553130530866
0,35000000000000003;;0,9319814457741737;1,0267536238826809;;1,9158724696898164;2,3820728520250936
0,36;;0,9376305954826638;1,035749042433871;;1,9031603348192747;2,378607518896487
0,37;;0,9433066299189379;1,0448082912085634;;1,8906142265344894;2,375135176824619
0,38;;0,9490097022909679;1,0539316284783082;;1,8782308155184295;2,3716556975641527
0,38999999999999996;;0,9547399658205795;1,063119310429185;;1,8660068603097546;2,368168953730641
0,4;;0,9604975737557934;1,0723715910990355;;1,8539392044190361;2,3646748188087483
0,41000000000000003;;0,9662826793827471;1,0816887223140836;;1,8420247735578983;2,3611731671606795
0,42;;0,9720954360372105;1,0910709536249443;;1,8302605729759385;2,3576638740348153
0,43;;0,9779359971157109;1,1005185322420314;;1,8186436849005767;2,3541468155745546
0,44;;0,983804516086282;1,1100317029703675;;1,8071712660752153;2,350621868827361
0,44999999999999996;;0,9897011464988493;1,1196107081438038;;1,79584054539133;2,347088911754009
0,45999999999999996;;0,9956260419952657;1,1292557875586595;;1,7846488216103404;2,343547823238029
0,47000000000000003;;1,0015793563190079;1,1389671784067794;;1,7735934611713062;2,339998483095351
0,48;;1,0075612433245482;1,1487451152080292;;1,762671896080705;2,336440772084144
0,49;;1,0135718569864105;1,158589829742227;;1,7518816218807216;2,3328745719148425
0,5;;1,019611351407921;1,1685015509805237;;1,741220195692665;2,3292997652603695
0,51;;1,025679880829666;1,1784805050162397;;1,7306852343322872;2,3257162357665417
0,52;;1,0317775996376648;1,1885269149951685;;1,7202744124939426;2,322123868062662
0,53;;1,0379046623712662;1,198641001045355;;1,7099854610006682;2,318522547772294
0,54;;1,0440612237307811;1,2088229802063595;;1,6998161651174084;2,3149121615242154
0,5499999999999999;;1,050247438584856;1,2190730663580167;;1,689764362924744;2,3112925969635487
0,5599999999999999;;1,0564634619775963;1,229391470148702;;1,6798279437506038;2,3076637427630655
0,5700000000000001;;1,062709449135451;1,2397783989231168;;1,6700048466575645;2,3040254886346614
0,58;;1,068985555473858;1,2502340566495964;;1,6602930589834493;2,3003777253410003
0,59;;1,0752919366036686;1,2607586438469696;;1,6506906149330467;2,296720344707322
0,6;;1,0816287483373463;1,2713523575109624;;1,641195594218878;2,2930532396334105
0,61;;1,0879961466949557;1,2820153910401721;;1,631806120749021;2,289376304105727
0,62;;1,0943942879099418;1,2927479341616206;;1,622520361360109;2,2856894332096904
0,63;;1,1008233284347095;1,3035501728559011;;1,6133365245936935;2,2819925231421125
0,64;;1,1072834249460068;1,3144222892819313;;1,6042528595142564;2,2782854712237848
0,65;;1,1137747343501179;1,3253644617013285;;1,5952676545672175;2,2745681759122043
0,66;;1,120297413787872;1,3363768644024225;;1,5863792364753737;2,2708405368144473
0,67;;1,1268516206394728;1,34745966762392;;1,5775859691722662;2,267102454700174
0,6799999999999999;;1,1334375125291511;1,3586130374782373;;1,5688862527710423;2,2633538315147717
0,69;;1,140055247329651;1,369837135874518;;1,5602785225674416;2,259594570392626
0,7000000000000001;;1,1467049831665468;1,3811321204413503;;1,5517612480755942;2,255824575670516
0,7100000000000001;;1,1533868784224006;1,3924981444492053;;1,5433329320953812;2,2520437529011366
0,72;;1,1601010917407624;1,4039353567326096;;1,5349921098101535;2,2482520088667317
0,73;;1,166847782030016;1,4154439016120728;;1,5267373479136674;2,244449251592846
0,74;;1,1736271084670766;1,4270239188157878;;1,518567243765135;2,2406353903621827
0,75;1,281;1,1804392305009417;1,4386755434011227;1,833333333;1,5104804245713404;2,2368103357285696
0,76;;1,1872843078560993;1,4503989056759259;;1,5024755465948156;2,232973999531019
0,77;;1,1941625005357983;1,4621941311196593;;1,4945512943871113;2,229126294907891
0,7799999999999999;;1,2010739688251815;1,4740613403043874;;1,4867063800462406;2,225267136311141
0,79;;1,2080188732942876;1,4860006488156356;;1,478939542497409;2,221396439520656
0,8;;1,2149973748009197;1,498012167173144;;1,4712495467961892;2,2175141216586742
0,8099999999999999;;1,222009634493392;1,5100960007515378;;1,4636351834533177;2,2136201012042767
0,8200000000000001;;1,2290558138131475;1,5222522497009356;;1,4560952677803423;2,2097142980079525
0,83;;1,2361360744972567;1,534481008867516;;1,448628639255374;2,2057966333062304
0,84;;1,2432505785807952;1,5467823677140717;;1,4412341609082175;2,2018670297363703
0,8500000000000001;;1,250399488399107;1,5591564102405695;;1,4339107187242028;2,197925411351109
0,86;;1,2575829665899483;1,5716032149047412;;1,4266572210660529;2,1939717036334594
0,8699999999999999;;1,2648011760955264;1,5841228545427326;;1,4194725981131526;2,190005833511551
0,88;;1,2720542801644217;1,5967153962898322;;1,4123558013176172;2,186027729373512
0,89;;1,279342442353402;1,6093809015013045;;1,4053058028765681;2,182037321082381
0,8999999999999999;;1,2866658265291362;1,622119425673361;;1,3983215952200623;2,1780345399910503
0,91;;1,294024596869797;1,634931018364285;;1,3914021905141312;2,1740193189572277
0,9199999999999999;;1,3014189178665638;1,6478157231157398;;1,3845466201784156;2,1699915923584174
0,9299999999999999;;1,308848954325026;1,6607735773742975;;1,3777539344178953;2,1659512961069054
0,9400000000000001;;1,3163148713664827;1,6738046124131987;;1,371023201768239;2,1618983676647536
0,95;;1,3238168344291492;1,6869088532543832;;1,3643535086543137;2,1578327460587876
0,96;;1,331355009269265;1,7000863185908186;;1,357743958961406;2,1537543718955785
