;x D2;x CLV D2 NGD;x CLV D2 AGD;y D2;y CLV D2 NGD;y CLV D2 AGD
0,0;1,5;1,5;1,5;2,5;2,5;2,5
0,01;;1,5043116118127318;1,515161877233533;;2,49793197717654;2,4934108925735305
0,02;;1,5086351552262387;1,530412712444969;;2,495857025701002;2,4868448649816806
0,03;;1,5129706607396292;1,5457521611017506;;2,493775143218805;2,4803017085228904
0,04;;1,517318158914107;1,5611798644018755;;2,491686327429849;2,473781216881033
0,05;;1,5216776803729863;1,5766954492023053;;2,489590576088909;2,467283186106916
0,06;;1,5260492558017082;1,5922985279506952;;2,4874878870060257;2,4608074146000676
0,06999999999999999;;1,530432915947853;1,6079886986205156;;2,485378258046897;2,4543537030907907
0,08;;1,5348286916211544;1,6237655446496404;;2,483261687133275;2,4479218546224875
0,09;;1,5392366136935118;1,6396286348824733;;2,4811381722433596;2,441511674534239
0,1;;1,5436567130990004;1,6555775235156829;;2,4790077114121982;2,4351229704436363
0,11;;1,5480890208338827;1,6716117500476197;;2,4768703027320833;2,428755552229855
0,12;;1,5525335679566166;1,6877308392314818;;2,474725944352954;2,4224092320169635
0,13;;1,5569903855878644;1,7039343010323;;2,4725746344827964;2,416083824157463
0,13999999999999999;;1,5614595049104991;1,720221630587809;;2,4704163713880494;2,409779145216047
0,15;;1,5659409571696117;1,736592308173274;;2,468251153394006;2,403495013953575
0,16;;1,570434773672515;1,7530457991703299;;2,466078978885222;2,397231251311256
0,16999999999999998;;1,574940985788749;1,7695815540399114;;2,4638998463059245;2,390987680395029
0,18;;1,5794596249500836;1,7861990082993233;;2,461713754160417;2,384764126460143
0,19;;1,58399072265052;1,8028975825035185;;2,459520701013494;2,3785604168959176
0,2;;1,5885343104462926;1,8196766822306458;;2,4573206854908514;2,3723763812106906
0,21;;1,5930904199558678;1,836535698071922;;2,455113706279499;2,366211851016936
0,22;;1,5976590828599437;1,8534740056258887;;2,452899762128177;2,360066660016551
0,22999999999999998;;1,6022403309014484;1,8704909654971045;;2,45067885184777;2,3539406439863058
0,24;;1,6068341958855348;1,887585923299334;;2,448450974311726;2,3478336407634472
0,25;1,167;1,611440709679578;1,9047582096632782;1,666666667;2,4462161284564763;2,3417454902314527
0,26;;1,6160599042131683;1,9220071402489;;2,4439743132818523;2,3356760343059255
0,27;;1,6206918114781057;1,939332015762394;;2,4417255278515113;2,3296251169206306
0,27999999999999997;;1,6253364635283913;1,9567321219778435;;2,4394697712933575;2,3235925840136598
0,29;;1,6299938924802189;1,9742067297636152;;2,437207042799967;2,317578283513722
0,3;;1,6346641305119645;1,991755095113523;;2,4349373416290123;2,311582065326556
0,31;;1,6393472098641748;2,0093764591828154;;2,432660667103692;2,305603781321455
0,32;;1,6440431628395555;2,0270700483290143;;2,4303770186131577;2,2996432853179014
0,33;;1,6487520218029574;2,0448350741576413;;2,4280863956129437;2,293700433072305
0,33999999999999997;;1,6534738191813614;2,062670733572872;;2,4257887976253993;2,28777508226484
0,35000000000000003;;1,6582085874638626;2,080576208833141;;2,423484224240121;2,281867092486373
0,36;;1,6629563592016534;2,0985506676117334;;2,421172675114386;2,27597632522548
0,37;;1,6677171670080049;2,116593263062383;;2,4188541499735887;2,2701026438555467
0,38;;1,6724910435582474;2,1347031338899054;;2,4165286486116755;2,2642459136219473
0,38999999999999996;;1,677278021589749;2,152879404425885;;2,4141961708915844;2,258406001629293
0,4;;1,682078133901894;2,1711211847094356;;2,4118567167456826;2,252582776828751
0,41000000000000003;;1,6868914133560597;2,189427570573047;;2,4095102861762085;2,246776110005428
0,42;;1,6917178928755916;2,207797643733537;;2,4071568792557128;2,2409858737658097
0,43;;1,6965576054457772;2,2262304718881145;;2,4047964961275015;2,2352119425252575
0,44;;1,701410584113819;2,2447251088155613;;2,4024291370060795;2,2294541924955524
0,44999999999999996;;1,7062768619888065;2,263280594482539;;2,4000548021775985;2,2237125016724884
0,45999999999999996;;1,7111564722416859;2,281895955155023;;2,397673492000301;2,217986749823503
0,47000000000000003;;1,7160494481052297;2,3005702035148623;;2,395285206904971;2,2122768184753485
0,48;;1,7209558228740025;2,319302338781459;;2,392889947395381;2,206582590901795
0,49;;1,7258756299043299;2,338091346838564;;2,390487714048745;2,200903952111364
0,5;;1,7308089026142612;2,356936200366177;;2,388078507516168;2,1952407888350844
0,51;;1,7357556744835343;2,3758358589775384;;2,3856623285231002;2,1895929895142774
0,52;;1,7407159790535371;2,394789269361194;;2,3832391778697914;2,183960444288352
0,53;;1,7456898499272688;2,413795365428122;;2,380809056431746;2,1783430449826184
0,54;;1,7506773207692994;2,432853068463887;;2,3783719651601802;2,172740685096115
0,5499999999999999;;1,7556784253057272;2,4519612872858105;;2,3759279050824786;2,16715325978944
0,5599999999999999;;1,760693197324136;2,4711189184051143;;2,373476877302654;2,16158066587259
0,5700000000000001;;1,7657216706735503;2,490324846194021;;2,3710188830018084;2,1560228017927976
0,58;;1,7707638792643885;2,5095779430577596;;2,3685539234385917;2,1504795676223725
0,59;;1,7758198570684156;2,5288770696114566;;2,366081999949667;2,1449508650465345
0,6;;1,7808896381186952;2,5482210748618552;;2,3636031139501723;2,13943659735124
0,61;;1,7859732565095363;2,56760879639383;;2,361117266934185;2,1339366694109985
0,62;;1,7910707463964441;2,5870390605616436;;2,35862446047519;2,1284509876766804
0,63;;1,796182141996065;2,6065106826848976;;2,3561246962265425;2,1229794601633047
0,64;;1,8013074775861317;2,626022467249122;;2,3536179759219404;2,1175219964378127
0,65;;1,806446787505407;2,6455732081109486;;2,3511043013758894;2,1120785076068223
0,66;;1,811600106153626;2,66516168870781;;2,348583674484176;2,1066489063043585
0,67;;1,8167674679914358;2,684786682272092;;2,3460560972243374;2,101233106679562
0,6799999999999999;;1,821948907540335;2,704446952049689;;2,343521571656132;2,0958310243843727
0,69;;1,827144459382611;2,724141251522881;;2,340980099922017;2,090442576561182
0,7000000000000001;;1,8323541581612757;2,743868324637459;;2,338431684247617;2,0850676818304597
0,7100000000000001;;1,8375780385799998;2,7636269060340375;;2,3358763269422043;2,0797062602783476
0,72;;1,8428161354030455;2,7834157212834616;;2,3333140303991704;2,0743582334442223
0,73;;1,8480684834551975;2,803233487126237;;2,3307447970965076;2,0690235243082213
0,74;;1,8533351176216926;2,823078911715893;;2,328168629597284;2,063702057278736
0,75;2,547;1,858616072848147;2,8429506948661953;2,0;2,3255855305501223;2,0583937581798675
0,76;;1,8639113841404833;2,8628475283021206;;2,322995502689683;2,053098554238844
0,77;;1,8692210865648546;2,8827680959144963;;2,3203985488371424;2,047816374073399
0,7799999999999999;;1,8745452152475677;2,9027110740182156;;2,317794671900675;2,042547147679112
0,79;;1,8798838053750038;2,9226751316139286;;2,3151838748759364;2,0372908064167063
0,8;;1,8852368921935387;2,942658930653104;;2,3125661608465475;2,0320472829993066
0,8099999999999999;;1,8906045110094607;2,962661126306372;;2,3099415329845776;2,0268165114796535
0,8200000000000001;;1,8959866971888866;2,9826803672350297;;2,3073099945510314;2,021598427237278
0,83;;1,9013834861576755;3,0027152958656083;;2,3046715488963327;2,01639296696563
0,84;;1,9067949134013429;3,022764548667394;;2,3020261994608138;2,011200068659166
0,8500000000000001;;1,9122210144649705;3,0428267564327873;;2,2993739497752013;2,0060196716003915
0,86;;1,9176618249531163;3,0629005445603865;;2,2967148034611067;2,0008517163468627
0,8699999999999999;;1,9231173805297221;3,082984533340683;;2,2940487642315133;1,9956961447181403
0,88;;1,9285877169180188;3,103077338244246;;2,2913758358912677;1,9905528997827033
0,89;;1,9340728699004301;3,123177570212279;;2,2886960223375707;1,9854219258448191
0,8999999999999999;;1,939572875318476;3,143283835949427;;2,2860093275604676;1,980303168431368
0,91;;1,9450877690726713;3,1633947382187073;;2,2833157556433417;1,9751965742786277
0,9199999999999999;;1,9506175871224258;3,183508876138442;;2,2806153107634066;1,9701020913190144
0,9299999999999999;;1,9561623654859404;3,2036248454810634;;2,2779079971921994;1,9650196686677812
0,9400000000000001;;1,9617221402401008;3,2237412389736644;;2,2751938192960757;1,9599492566096781
0,95;;1,9672969475203732;3,243856646600162;;2,2724727815367043;1,954890806585567
0,96;;1,9728868235206924;3,2639696559049503;;2,269744888471562;1,9498442711790023
0,97;;1,978491804493353;3,2840788522978994;;2,2670101447544293;1,9448096041027685
0,98;;1,9841119267488965;3,3041828193605745;;2,264268555135889;1,9397867601853827
0,9900000000000001;;1,9897472266559955;3,3242801391535384;;2,2615201244638223;1,9347756953575583
1,0;;1,995397740641339;3,3443693925246025;;2,2587648576839054;1,9297763666386358
1,01;;2,0010635051895127;3,364449159417889;;2,25600275984011;1,924788732122975
1,02;;2,0067445568428797;3,384518019183569;;2,2532338360752;1,919812750966319
1,03;;2,012440932201456;3,4045745508881358;;2,2504580916312316;1,9148483833721228
1,04;;2,0181526679227884;3,42461733362508;;2,2476755318500534;1,9098955905778532
1,05;;2,0238798007218284;3,4446449468258247;;2,2448861621738065;1,9049543348412594
1,06;;2,0296223673708016;3,4646559705707793;;2,242089988145425;1,900024579426617
1,0699999999999998;;2,0353804046990795;3,4846489859003813;;2,239287015409136;1,8951062885909455
1,08;;2,041153949593047;3,50462257512598;;2,2364772497109624;1,890199427570203
